pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	1	500000	0.0036972343522561862	687	254	68700	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	500001	1000000	0.004781704781704782	1194	552	115440	3960
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	1000001	1500000	0.0038224414303329223	811	310	81100	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	1500001	2000000	0.005080645161290322	744	378	74400	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	2000001	2500000	0.007060548921014037	967	674	95460	1240
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	2500001	3000000	0.0037050490374137303	1115	408	110120	1380
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	3000001	3500000	0.0017414965986394559	2220	384	220500	1500
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	3500001	4000000	0.006071428571428571	392	238	39200	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	4000001	4500000	0.007149666348903718	638	450	62940	860
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	4500001	5000000	0.003940677966101695	472	186	47200	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	5000001	5500000	0.0084304932735426	223	188	22300	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	5500001	6000000	0.004976525821596244	213	106	21300	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	6000001	6500000	0.0031496062992125984	340	104	33020	980
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	6500001	7000000	0.005873140172278779	257	150	25540	160
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	7000001	7500000	0.006285714285714286	350	220	35000	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	7500001	8000000	0.0021908471275559884	428	90	41080	1720
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	8000001	8500000	0.005851689927694636	1202	696	118940	1260
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	8500001	9000000	0.0033419023136246786	1090	364	108920	80
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	9000001	9500000	0.008952380952380953	750	658	73500	1500
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	9500001	10000000	0.003947368421052632	640	252	63840	160
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	10000001	10500000	0.002960331557134399	1041	300	101340	2760
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	10500001	11000000	0.004196871423120946	1057	440	104840	860
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	11000001	11500000	0.006888561196545186	976	654	94940	2660
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	11500001	12000000	0.005963302752293578	488	286	47960	840
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	12000001	12500000	0.005076702350733915	786	368	72488	6112
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	12500001	13000000	0.008370480435859336	404	338	40380	20
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	13000001	13500000	0.004886943836615609	287	134	27420	1280
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	13500001	14000000	0.0031833616298811546	493	150	47120	2180
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	14000001	14500000	0.007362428842504744	527	388	52700	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	14500001	15000000	0.003525179856115108	567	196	55600	1100
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	15000001	15500000	0.004734513274336283	452	214	45200	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	15500001	16000000	0.0021232876712328768	584	124	58400	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	16000001	16500000	0.002732919254658385	334	88	32200	1200
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	16500001	17000000	0.00430939226519337	181	78	18100	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	17000001	17500000	0.003950834064969272	229	90	22780	120
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	17500001	18000000	0.0024277940560904145	1465	348	143340	3160
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	18000001	18500000	0.004550573206077276	2180	986	216676	1324
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	18500001	19000000	0.0036798991808443603	1620	584	158700	3300
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	19000001	19500000	0.005438567401757586	1236	656	120620	2980
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	19500001	20000000	0.005035011670556852	1231	604	119960	3140
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	20000001	20500000	0.0034883720930232558	1032	360	103200	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	20500001	21000000	0.0007747933884297521	391	30	38720	380
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	21000001	21500000	0.00718266253869969	323	232	32300	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	21500001	22000000	0.004977375565610859	150	66	13260	1740
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	22000001	22500000	0.0027761370348493796	681	188	67720	380
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_4A	22500001	23000000	0.005721605465414176	1171	670	117100	0
AtlanticForest_Ibateguara	InambariE	chr_4A	1	500000	0.004516129032258065	687	252	55800	12900
AtlanticForest_Ibateguara	InambariE	chr_4A	500001	1000000	0.005116928151562566	1194	484	94588	24812
AtlanticForest_Ibateguara	InambariE	chr_4A	1000001	1500000	0.004593094944512947	811	298	64880	16220
AtlanticForest_Ibateguara	InambariE	chr_4A	1500001	2000000	0.0038666666666666667	744	232	60000	14400
AtlanticForest_Ibateguara	InambariE	chr_4A	2000001	2500000	0.0065928535480624054	967	524	79480	17220
AtlanticForest_Ibateguara	InambariE	chr_4A	2500001	3000000	0.004163071613459879	1115	386	92720	18780
AtlanticForest_Ibateguara	InambariE	chr_4A	3000001	3500000	0.001792937575161255	2220	328	182940	39060
AtlanticForest_Ibateguara	InambariE	chr_4A	3500001	4000000	0.005357142857142857	392	168	31360	7840
AtlanticForest_Ibateguara	InambariE	chr_4A	4000001	4500000	0.006870229007633588	638	360	52400	11400
AtlanticForest_Ibateguara	InambariE	chr_4A	4500001	5000000	0.005093099671412925	472	186	36520	10680
AtlanticForest_Ibateguara	InambariE	chr_4A	5000001	5500000	0.0066143497757847535	223	118	17840	4460
AtlanticForest_Ibateguara	InambariE	chr_4A	5500001	6000000	0.001995305164319249	213	34	17040	4260
AtlanticForest_Ibateguara	InambariE	chr_4A	6000001	6500000	0.0031041792852816476	340	82	26416	7584
AtlanticForest_Ibateguara	InambariE	chr_4A	6500001	7000000	0.0063625685199686765	257	130	20432	5268
AtlanticForest_Ibateguara	InambariE	chr_4A	7000001	7500000	0.0067857142857142855	350	190	28000	7000
AtlanticForest_Ibateguara	InambariE	chr_4A	7500001	8000000	0.0023734177215189874	428	78	32864	9936
AtlanticForest_Ibateguara	InambariE	chr_4A	8000001	8500000	0.007220359045176564	1202	732	101380	18820
AtlanticForest_Ibateguara	InambariE	chr_4A	8500001	9000000	0.004245908889871738	1090	384	90440	18560
AtlanticForest_Ibateguara	InambariE	chr_4A	9000001	9500000	0.007280444009141364	750	446	61260	13740
AtlanticForest_Ibateguara	InambariE	chr_4A	9500001	10000000	0.0041102325217255145	640	210	51092	12908
