pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	1	500000	0.0006758583400919168	740	50	73980	20
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	500001	1000000	0.0011246200607902736	1328	148	131600	1200
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	1000001	1500000	0.002254940973603926	1524	340	150780	1620
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	1500001	2000000	0.003905345027304319	1216	472	120860	740
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	2000001	2500000	0.006025562994522215	1654	990	164300	1100
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	2500001	3000000	0.010470211510912614	994	994	94936	4464
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	3000001	3500000	0.007862097960899726	964	748	95140	1260
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	3500001	4000000	0.0075461305425502615	736	548	72620	980
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	4000001	4500000	0.01057676417121137	1256	1280	121020	4580
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	4500001	5000000	0.005159777191439461	1390	704	136440	2560
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	5000001	5500000	0.011600979737252283	921	1042	89820	2280
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	5500001	6000000	0.008263217380384278	1605	1316	159260	1240
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	6000001	6500000	0.004754053311349272	1487	692	145560	3140
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	6500001	7000000	0.004117193523515806	1324	534	129700	2700
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	7000001	7500000	0.0061915367483296214	474	278	44900	2500
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	7500001	8000000	0.003628048780487805	666	238	65600	1000
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	8000001	8500000	0.006630465847384967	703	464	69980	320
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	8500001	9000000	0.0048814700519006875	1426	696	142580	20
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	9000001	9500000	0.004967880085653105	948	464	93400	1400
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	9500001	10000000	0.008124759337697343	1070	844	103880	3120
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	10000001	10500000	0.005361234153047198	1341	702	130940	3160
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	10500001	11000000	0.0071782178217821785	752	522	72720	2480
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	11000001	11500000	0.00538860103626943	1388	728	135100	3700
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	11500001	12000000	0.006098300970873787	1340	804	131840	2160
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	12000001	12500000	0.004357754187801774	2330	1000	229476	3524
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_18	12500001	13000000	0.0025118615685180016	731	180	71660	1440
AtlanticForest_Ibateguara	InambariE	chr_18	1	500000	0.0011551155115511551	740	70	60600	13400
AtlanticForest_Ibateguara	InambariE	chr_18	500001	1000000	0.0012967487314414583	1328	138	106420	26380
AtlanticForest_Ibateguara	InambariE	chr_18	1000001	1500000	0.002984838913455464	1524	378	126640	25760
AtlanticForest_Ibateguara	InambariE	chr_18	1500001	2000000	0.005219247186651145	1216	538	103080	18520
AtlanticForest_Ibateguara	InambariE	chr_18	2000001	2500000	0.0066558441558441555	1654	902	135520	29880
AtlanticForest_Ibateguara	InambariE	chr_18	2500001	3000000	0.009840651381187872	994	788	80076	19324
AtlanticForest_Ibateguara	InambariE	chr_18	3000001	3500000	0.0073050241749001476	964	556	76112	20288
AtlanticForest_Ibateguara	InambariE	chr_18	3500001	4000000	0.004913101604278075	736	294	59840	13760
AtlanticForest_Ibateguara	InambariE	chr_18	4000001	4500000	0.00986212942301562	1256	990	100384	25216
AtlanticForest_Ibateguara	InambariE	chr_18	4500001	5000000	0.006131055746535777	1390	692	112868	26132
AtlanticForest_Ibateguara	InambariE	chr_18	5000001	5500000	0.01099913307325531	921	812	73824	18276
AtlanticForest_Ibateguara	InambariE	chr_18	5500001	6000000	0.008750153242613705	1605	1142	130512	29988
AtlanticForest_Ibateguara	InambariE	chr_18	6000001	6500000	0.006242422256447226	1487	762	122068	26632
AtlanticForest_Ibateguara	InambariE	chr_18	6500001	7000000	0.005109158779834848	1324	542	106084	26316
AtlanticForest_Ibateguara	InambariE	chr_18	7000001	7500000	0.00798175598631699	474	308	38588	8812
AtlanticForest_Ibateguara	InambariE	chr_18	7500001	8000000	0.00415591860131843	666	232	55824	10776
AtlanticForest_Ibateguara	InambariE	chr_18	8000001	8500000	0.005761024182076814	703	324	56240	14060
AtlanticForest_Ibateguara	InambariE	chr_18	8500001	9000000	0.00497119341563786	1426	604	121500	21100
AtlanticForest_Ibateguara	InambariE	chr_18	9000001	9500000	0.005691056910569106	948	434	76260	18540
AtlanticForest_Ibateguara	InambariE	chr_18	9500001	10000000	0.007843791722296396	1070	658	83888	23112
AtlanticForest_Ibateguara	InambariE	chr_18	10000001	10500000	0.006033804294869392	1341	644	106732	27368
AtlanticForest_Ibateguara	InambariE	chr_18	10500001	11000000	0.007421210932391788	752	454	61176	14024
AtlanticForest_Ibateguara	InambariE	chr_18	11000001	11500000	0.006264809363107633	1388	698	111416	27384
AtlanticForest_Ibateguara	InambariE	chr_18	11500001	12000000	0.007877280265339967	1340	874	110952	23048
AtlanticForest_Ibateguara	InambariE	chr_18	12000001	12500000	0.004497012258978624	2330	876	194796	38204
AtlanticForest_Ibateguara	InambariE	chr_18	12500001	13000000	0.0055014544074870365	731	348	63256	9844
AtlanticForest_Ibateguara	InambariW	chr_18	1	500000	0.0008829122521054061	740	130	147240	15560
AtlanticForest_Ibateguara	InambariW	chr_18	500001	1000000	0.002138879382758299	1328	550	257144	35016
AtlanticForest_Ibateguara	InambariW	chr_18	1000001	1500000	0.003437064561077566	1524	1036	301420	33860
AtlanticForest_Ibateguara	InambariW	chr_18	1500001	2000000	0.004947751741608613	1216	1250	252640	14880
AtlanticForest_Ibateguara	InambariW	chr_18	2000001	2500000	0.006742821858598333	1654	2184	323900	39980
AtlanticForest_Ibateguara	InambariW	chr_18	2500001	3000000	0.01073375617827369	994	2024	188564	30116
AtlanticForest_Ibateguara	InambariW	chr_18	3000001	3500000	0.006856965560037232	964	1326	193380	18700
AtlanticForest_Ibateguara	InambariW	chr_18	3500001	4000000	0.005897737674905192	736	902	152940	8980
AtlanticForest_Ibateguara	InambariW	chr_18	4000001	4500000	0.010355005855270546	1256	2582	249348	26972
AtlanticForest_Ibateguara	InambariW	chr_18	4500001	5000000	0.005849053872102619	1390	1616	276284	29516
AtlanticForest_Ibateguara	InambariW	chr_18	5000001	5500000	0.010776424532405394	921	1982	183920	18700
AtlanticForest_Ibateguara	InambariW	chr_18	5500001	6000000	0.009778696173843488	1605	2934	300040	53060
AtlanticForest_Ibateguara	InambariW	chr_18	6000001	6500000	0.0054485468260161265	1487	1592	292188	34952
AtlanticForest_Ibateguara	InambariW	chr_18	6500001	7000000	0.0056845706673125836	1324	1502	264224	27056
AtlanticForest_Ibateguara	InambariW	chr_18	7000001	7500000	0.008128961146321301	474	708	87096	17184
AtlanticForest_Ibateguara	InambariW	chr_18	7500001	8000000	0.004523817029727941	666	574	126884	19636
AtlanticForest_Ibateguara	InambariW	chr_18	8000001	8500000	0.005603631720811463	703	790	140980	13680
AtlanticForest_Ibateguara	InambariW	chr_18	8500001	9000000	0.005389900134570437	1426	1522	282380	31340
AtlanticForest_Ibateguara	InambariW	chr_18	9000001	9500000	0.0048173636844891475	948	910	188900	19660
AtlanticForest_Ibateguara	InambariW	chr_18	9500001	10000000	0.009851885959863397	1070	2054	208488	26912
AtlanticForest_Ibateguara	InambariW	chr_18	10000001	10500000	0.0061171187683284455	1341	1602	261888	33132
AtlanticForest_Ibateguara	InambariW	chr_18	10500001	11000000	0.007566864026133115	752	1186	156736	8704
AtlanticForest_Ibateguara	InambariW	chr_18	11000001	11500000	0.005897188635857874	1388	1590	269620	35740
AtlanticForest_Ibateguara	InambariW	chr_18	11500001	12000000	0.007551952881885939	1340	1990	263508	31292
AtlanticForest_Ibateguara	InambariW	chr_18	12000001	12500000	0.004307893784570848	2330	2000	464264	48336
AtlanticForest_Ibateguara	InambariW	chr_18	12500001	13000000	0.003986476968587125	731	566	141980	18840
AtlanticForest_Ibateguara	Rondonia	chr_18	1	500000	0.0008720568082720817	740	140	160540	31860
AtlanticForest_Ibateguara	Rondonia	chr_18	500001	1000000	0.0017175904452690167	1328	474	275968	69312
AtlanticForest_Ibateguara	Rondonia	chr_18	1000001	1500000	0.003353115727002967	1524	1130	337000	59240
AtlanticForest_Ibateguara	Rondonia	chr_18	1500001	2000000	0.0049596478356566396	1216	1352	272600	43560
AtlanticForest_Ibateguara	Rondonia	chr_18	2000001	2500000	0.006594465865275572	1654	2326	352720	77320
AtlanticForest_Ibateguara	Rondonia	chr_18	2500001	3000000	0.011389930225466808	994	2540	223004	35436
AtlanticForest_Ibateguara	Rondonia	chr_18	3000001	3500000	0.008181818181818182	964	1692	206800	43840
AtlanticForest_Ibateguara	Rondonia	chr_18	3500001	4000000	0.005785016286644951	736	888	153500	37860
AtlanticForest_Ibateguara	Rondonia	chr_18	4000001	4500000	0.010631635224929352	1256	2784	261860	64700
AtlanticForest_Ibateguara	Rondonia	chr_18	4500001	5000000	0.005822302289757448	1390	1784	306408	54992
AtlanticForest_Ibateguara	Rondonia	chr_18	5000001	5500000	0.010702843412094513	921	2138	199760	39700
AtlanticForest_Ibateguara	Rondonia	chr_18	5500001	6000000	0.008958467955119544	1605	3050	340460	76840
