pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest_Ibateguara	chr_24	1	500000	0.0032442199498993883	1114	158	48702	168
AtlanticForest_Ibateguara	chr_24	500001	1000000	0.005882506051693172	1740	452	76838	172
AtlanticForest_Ibateguara	chr_24	1000001	1500000	0.005802603621773785	2077	538	92717	88
AtlanticForest_Ibateguara	chr_24	1500001	2000000	0.00800811552691252	1862	671	83790	0
AtlanticForest_Ibateguara	chr_24	2000001	2500000	0.006185376661742984	1705	469	75824	106
AtlanticForest_Ibateguara	chr_24	2500001	3000000	0.005918751681463546	1239	330	55755	0
AtlanticForest_Ibateguara	chr_24	3000001	3500000	0.005987265181993854	703	189	31567	8
AtlanticForest_Ibateguara	chr_24	3500001	4000000	0.006391945680168579	951	273	42710	10
AtlanticForest_Ibateguara	chr_24	4000001	4500000	0.005113963491042097	1338	302	59054	136
AtlanticForest_Ibateguara	chr_24	4500001	5000000	0.009209704148441957	855	339	36809	196
AtlanticForest_Ibateguara	chr_24	5000001	5500000	0.0070297676444057355	1450	452	64298	112
AtlanticForest_Ibateguara	chr_24	5500001	6000000	0.008174150603846403	1054	377	46121	154
AtlanticForest_Ibateguara	chr_24	6000001	6500000	0.00330011220381493	1052	150	45453	222
AtlanticForest_Ibateguara	chr_24	6500001	7000000	0.0002574002574002574	1554	18	69930	0
AtlanticForest_Ibateguara	chr_24	7000001	7500000	0.001450536698578474	383	25	17235	0
AtlanticForest_Ilheus	chr_24	1	500000	0.0032714941153002192	1114	164	50130	0
AtlanticForest_Ilheus	chr_24	500001	1000000	0.00455123749065488	1740	347	76243	242
AtlanticForest_Ilheus	chr_24	1000001	1500000	0.006604340932699141	2077	604	91455	268
AtlanticForest_Ilheus	chr_24	1500001	2000000	0.009199075250856361	1862	760	82617	138
AtlanticForest_Ilheus	chr_24	2000001	2500000	0.006301230876031292	1705	472	74906	214
AtlanticForest_Ilheus	chr_24	2500001	3000000	0.006505917812247298	1239	354	54412	158
AtlanticForest_Ilheus	chr_24	3000001	3500000	0.002949470067740576	703	91	30853	92
AtlanticForest_Ilheus	chr_24	3500001	4000000	0.005226906355331933	951	214	40942	218
