pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	1	500000	-0.02272727272727278	33
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	500001	1000000	0.05956876598854909	94
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	1000001	1500000	0.06471004243281468	232
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	1500001	2000000	0.07124125874125872	136
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	2000001	2500000	0.15533472803347276	94
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	2500001	3000000	0.0675065773994139	142
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	3000001	3500000	0.16064055478248965	108
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	3500001	4000000	0.06221278239042283	112
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	4000001	4500000	0.04188948306595362	147
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	4500001	5000000	-0.01616999066536851	98
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	5000001	5500000	0.03868360277136257	106
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	5500001	6000000	0.03933041996889118	224
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_23	6000001	6500000	0.038514718692532104	166
AtlanticForest_Ibateguara	InambariE	chr_23	1	500000	0.7342605240283124	33
AtlanticForest_Ibateguara	InambariE	chr_23	500001	1000000	0.1888562742425831	94
AtlanticForest_Ibateguara	InambariE	chr_23	1000001	1500000	0.09597032096537948	232
AtlanticForest_Ibateguara	InambariE	chr_23	1500001	2000000	0.028397275008963763	136
AtlanticForest_Ibateguara	InambariE	chr_23	2000001	2500000	0.19290919163080067	94
AtlanticForest_Ibateguara	InambariE	chr_23	2500001	3000000	0.0811629995509654	142
AtlanticForest_Ibateguara	InambariE	chr_23	3000001	3500000	0.1374773604893551	108
AtlanticForest_Ibateguara	InambariE	chr_23	3500001	4000000	0.07777732662010717	112
AtlanticForest_Ibateguara	InambariE	chr_23	4000001	4500000	0.04654852272646426	147
AtlanticForest_Ibateguara	InambariE	chr_23	4500001	5000000	0.06671564044343527	98
AtlanticForest_Ibateguara	InambariE	chr_23	5000001	5500000	0.10412206374574069	106
AtlanticForest_Ibateguara	InambariE	chr_23	5500001	6000000	0.06000954994611677	224
AtlanticForest_Ibateguara	InambariE	chr_23	6000001	6500000	0.09951564429458296	166
AtlanticForest_Ibateguara	InambariW	chr_23	1	500000	0.7727677451373941	33
AtlanticForest_Ibateguara	InambariW	chr_23	500001	1000000	0.12369054889617988	94
AtlanticForest_Ibateguara	InambariW	chr_23	1000001	1500000	0.08718040877822833	232
AtlanticForest_Ibateguara	InambariW	chr_23	1500001	2000000	0.02812962436121346	136
AtlanticForest_Ibateguara	InambariW	chr_23	2000001	2500000	0.12946897522798773	94
AtlanticForest_Ibateguara	InambariW	chr_23	2500001	3000000	0.045049032924178466	142
AtlanticForest_Ibateguara	InambariW	chr_23	3000001	3500000	0.08028754050235298	108
AtlanticForest_Ibateguara	InambariW	chr_23	3500001	4000000	0.05550183331611051	112
AtlanticForest_Ibateguara	InambariW	chr_23	4000001	4500000	0.0780235130584929	147
AtlanticForest_Ibateguara	InambariW	chr_23	4500001	5000000	0.03772223495769095	98
AtlanticForest_Ibateguara	InambariW	chr_23	5000001	5500000	0.12948221518360206	106
AtlanticForest_Ibateguara	InambariW	chr_23	5500001	6000000	0.062216849416274235	224
AtlanticForest_Ibateguara	InambariW	chr_23	6000001	6500000	0.09150221598350843	166
AtlanticForest_Ibateguara	Rondonia	chr_23	1	500000	0.5202590475071187	33
AtlanticForest_Ibateguara	Rondonia	chr_23	500001	1000000	0.1518465925238295	94
AtlanticForest_Ibateguara	Rondonia	chr_23	1000001	1500000	0.0689161077830847	232
AtlanticForest_Ibateguara	Rondonia	chr_23	1500001	2000000	-0.004592138992277605	136
AtlanticForest_Ibateguara	Rondonia	chr_23	2000001	2500000	0.10298350983342656	94
AtlanticForest_Ibateguara	Rondonia	chr_23	2500001	3000000	0.06470133203715217	142
AtlanticForest_Ibateguara	Rondonia	chr_23	3000001	3500000	0.08039039504619912	108
AtlanticForest_Ibateguara	Rondonia	chr_23	3500001	4000000	0.055382781240967606	112
AtlanticForest_Ibateguara	Rondonia	chr_23	4000001	4500000	0.062478229127469365	147
AtlanticForest_Ibateguara	Rondonia	chr_23	4500001	5000000	-0.0023527180580677574	98
AtlanticForest_Ibateguara	Rondonia	chr_23	5000001	5500000	0.10698067496054803	106
AtlanticForest_Ibateguara	Rondonia	chr_23	5500001	6000000	0.02806198298940249	224
AtlanticForest_Ibateguara	Rondonia	chr_23	6000001	6500000	0.055401184949544706	166
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	1	500000	0.5477896444504529	33
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	500001	1000000	-0.05160682344162855	94
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	1000001	1500000	0.1222416699929963	232
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	1500001	2000000	0.0822529817703139	136
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	2000001	2500000	0.2119030598550986	94
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	2500001	3000000	0.1806311702885913	142
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	3000001	3500000	0.17685449721739735	108
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	3500001	4000000	0.015109698561368446	112
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	4000001	4500000	0.04332928042445006	147
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	4500001	5000000	0.03823926652285882	98
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	5000001	5500000	0.025451497080552304	106
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	5500001	6000000	0.05095086877469065	224
AtlanticForest_Ibateguara	RondoniaHeadwaters	chr_23	6000001	6500000	0.05308806990478768	166
AtlanticForest_Ibateguara	Tapajos	chr_23	1	500000	0.07011847927932546	33
AtlanticForest_Ibateguara	Tapajos	chr_23	500001	1000000	0.030894887905078345	94
AtlanticForest_Ibateguara	Tapajos	chr_23	1000001	1500000	0.08792351150893112	232
AtlanticForest_Ibateguara	Tapajos	chr_23	1500001	2000000	0.005076414712512646	136
