pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest_Ibateguara	chr_4A	1	500000	0.003946304382985605	687	122	30915	0
AtlanticForest_Ibateguara	chr_4A	500001	1000000	0.004586609482964022	1194	231	50364	396
AtlanticForest_Ibateguara	chr_4A	1000001	1500000	0.004630771338539526	811	169	36495	0
AtlanticForest_Ibateguara	chr_4A	1500001	2000000	0.004510155316606929	744	151	33480	0
AtlanticForest_Ibateguara	chr_4A	2000001	2500000	0.0062736987245777314	967	273	43515	0
AtlanticForest_Ibateguara	chr_4A	2500001	3000000	0.003946188340807175	1115	198	50175	0
AtlanticForest_Ibateguara	chr_4A	3000001	3500000	0.0023823823823823824	2220	238	99900	0
AtlanticForest_Ibateguara	chr_4A	3500001	4000000	0.006122448979591836	392	108	17640	0
AtlanticForest_Ibateguara	chr_4A	4000001	4500000	0.007140369209334726	638	205	28710	0
AtlanticForest_Ibateguara	chr_4A	4500001	5000000	0.0034839924670433146	472	74	21240	0
AtlanticForest_Ibateguara	chr_4A	5000001	5500000	0.006078724464374689	223	61	10035	0
AtlanticForest_Ibateguara	chr_4A	5500001	6000000	0.0028169014084507044	213	27	9585	0
AtlanticForest_Ibateguara	chr_4A	6000001	6500000	0.002488421925762079	340	36	14467	98
AtlanticForest_Ibateguara	chr_4A	6500001	7000000	0.0065622539154781695	257	75	11429	16
AtlanticForest_Ibateguara	chr_4A	7000001	7500000	0.00526984126984127	350	83	15750	0
AtlanticForest_Ibateguara	chr_4A	7500001	8000000	0.0026407461512529496	428	47	17798	172
AtlanticForest_Ibateguara	chr_4A	8000001	8500000	0.006394335915780109	1202	345	53954	16
AtlanticForest_Ibateguara	chr_4A	8500001	9000000	0.0037920489296636084	1090	186	49050	0
AtlanticForest_Ibateguara	chr_4A	9000001	9500000	0.008340971585701192	750	273	32730	120
AtlanticForest_Ibateguara	chr_4A	9500001	10000000	0.0034189226904828354	640	98	28664	16
AtlanticForest_Ibateguara	chr_4A	10000001	10500000	0.0037784181876400896	1041	177	46845	0
AtlanticForest_Ibateguara	chr_4A	10500001	11000000	0.004270401844813597	1057	200	46834	86
AtlanticForest_Ibateguara	chr_4A	11000001	11500000	0.005939803728224633	976	253	42594	156
AtlanticForest_Ibateguara	chr_4A	11500001	12000000	0.003859550032947378	488	82	21246	84
AtlanticForest_Ibateguara	chr_4A	12000001	12500000	0.005525385198282395	786	175	31672	452
AtlanticForest_Ibateguara	chr_4A	12500001	13000000	0.008745874587458746	404	159	18180	0
AtlanticForest_Ibateguara	chr_4A	13000001	13500000	0.005580451509258477	287	66	11827	128
AtlanticForest_Ibateguara	chr_4A	13500001	14000000	0.0025513819985825657	493	54	21165	120
AtlanticForest_Ibateguara	chr_4A	14000001	14500000	0.0056925996204933585	527	135	23715	0
AtlanticForest_Ibateguara	chr_4A	14500001	15000000	0.0030512611879576893	567	75	24580	110
AtlanticForest_Ibateguara	chr_4A	15000001	15500000	0.00344149459193707	452	70	20340	0
AtlanticForest_Ibateguara	chr_4A	15500001	16000000	0.0028158295281582955	584	74	26280	0
AtlanticForest_Ibateguara	chr_4A	16000001	16500000	0.00166333998669328	334	25	15030	0
AtlanticForest_Ibateguara	chr_4A	16500001	17000000	0.0022099447513812156	181	18	8145	0
AtlanticForest_Ibateguara	chr_4A	17000001	17500000	0.0033323532294423207	229	34	10203	12
AtlanticForest_Ibateguara	chr_4A	17500001	18000000	0.0027514666582330524	1465	174	63239	316
