pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	1	500000	0.004496930878035762	1574	674	149880	7520
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	500001	1000000	0.006587101216433326	889	574	87140	1760
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	1000001	1500000	0.0035315315315315315	555	196	55500	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	1500001	2000000	0.005206867435969603	725	370	71060	1440
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	2000001	2500000	0.004256233877901978	473	198	46520	780
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	2500001	3000000	0.010818307905686546	145	156	14420	80
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	3000001	3500000	0.0073641997812613925	1119	808	109720	2180
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	3500001	4000000	0.00893353941267388	647	578	64700	0
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	4000001	4500000	0.002904564315352697	443	126	43380	920
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	4500001	5000000	0.00821890937622597	1040	838	101960	2040
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	5000001	5500000	0.0034171388101983005	1172	386	112960	4240
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	5500001	6000000	0.0018893591293833133	1324	250	132320	80
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	6000001	6500000	0.0007514559458951719	1079	80	106460	1440
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_28	6500001	7000000	0.0	63	0	6300	0
AtlanticForest_Ibateguara	InambariE	chr_28	1	500000	0.005809881573920795	1574	730	125648	31752
AtlanticForest_Ibateguara	InambariE	chr_28	500001	1000000	0.00812720848056537	889	598	73580	15320
AtlanticForest_Ibateguara	InambariE	chr_28	1000001	1500000	0.003998203054806828	555	178	44520	10980
AtlanticForest_Ibateguara	InambariE	chr_28	1500001	2000000	0.004977466872940069	725	296	59468	13032
AtlanticForest_Ibateguara	InambariE	chr_28	2000001	2500000	0.0039148136548700285	473	150	38316	8984
AtlanticForest_Ibateguara	InambariE	chr_28	2500001	3000000	0.010403329065300896	145	130	12496	2004
AtlanticForest_Ibateguara	InambariE	chr_28	3000001	3500000	0.008409021772195907	1119	774	92044	19856
AtlanticForest_Ibateguara	InambariE	chr_28	3500001	4000000	0.00879245283018868	647	466	53000	11700
AtlanticForest_Ibateguara	InambariE	chr_28	4000001	4500000	0.004325356701494214	443	154	35604	8696
AtlanticForest_Ibateguara	InambariE	chr_28	4500001	5000000	0.007752636797980709	1040	688	88744	15256
AtlanticForest_Ibateguara	InambariE	chr_28	5000001	5500000	0.004022866821935211	1172	380	94460	22740
AtlanticForest_Ibateguara	InambariE	chr_28	5500001	6000000	0.002873457358629582	1324	312	108580	23820
AtlanticForest_Ibateguara	InambariE	chr_28	6000001	6500000	0.0012136467838360229	1079	108	88988	18912
AtlanticForest_Ibateguara	InambariE	chr_28	6500001	7000000	0.0	63	0	5040	1260
AtlanticForest_Ibateguara	InambariW	chr_28	1	500000	0.005323620061641917	1574	1596	299796	46484
AtlanticForest_Ibateguara	InambariW	chr_28	500001	1000000	0.0073090866565314	889	1250	171020	24560
AtlanticForest_Ibateguara	InambariW	chr_28	1000001	1500000	0.003436928702010969	555	376	109400	12700
