pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AtlanticForest	Inambari	chr_1A	1	500000	0.15379713426846117	7
AtlanticForest	Inambari	chr_1A	500001	1000000	0.1324254895813316	20
AtlanticForest	Inambari	chr_1A	1000001	1500000	0.1349405253051685	3
AtlanticForest	Inambari	chr_1A	1500001	2000000	0.08239344973430214	3
AtlanticForest	Inambari	chr_1A	2000001	2500000	0.054616510843045515	17
AtlanticForest	Inambari	chr_1A	2500001	3000000	0.10672476546711725	8
AtlanticForest	Inambari	chr_1A	3000001	3500000	0.11190380569638331	6
AtlanticForest	Inambari	chr_1A	3500001	4000000	0.12233257234107901	2
AtlanticForest	Inambari	chr_1A	4000001	4500000	-0.047175267632068835	1
AtlanticForest	Inambari	chr_1A	4500001	5000000	0.0823950617746557	4
AtlanticForest	Inambari	chr_1A	5000001	5500000	0.0802366169916389	4
AtlanticForest	Inambari	chr_1A	5500001	6000000	0.048865663740875274	11
AtlanticForest	Inambari	chr_1A	6000001	6500000	0.012484788850336617	11
AtlanticForest	Inambari	chr_1A	6500001	7000000	0.015438162621916662	4
AtlanticForest	Inambari	chr_1A	7500001	8000000	0.22244596663011973	1
AtlanticForest	Inambari	chr_1A	8000001	8500000	0.1414363800258868	2
AtlanticForest	Inambari	chr_1A	8500001	9000000	0.04897747874144647	3
AtlanticForest	Inambari	chr_1A	9000001	9500000	-0.03287322535269064	4
AtlanticForest	Inambari	chr_1A	9500001	10000000	0.2597375061196946	2
AtlanticForest	Inambari	chr_1A	10000001	10500000	0.04399154124882191	6
AtlanticForest	Inambari	chr_1A	10500001	11000000	0.008898725000648009	5
AtlanticForest	Inambari	chr_1A	11000001	11500000	0.0469255933309412	8
AtlanticForest	Inambari	chr_1A	11500001	12000000	0.0734177398367902	2
AtlanticForest	Inambari	chr_1A	12000001	12500000	0.12097303706006532	3
AtlanticForest	Inambari	chr_1A	12500001	13000000	-0.008883915792188151	3
AtlanticForest	Inambari	chr_1A	13000001	13500000	0.04054294668528851	2
AtlanticForest	Inambari	chr_1A	13500001	14000000	0.0026871517628576543	2
AtlanticForest	Inambari	chr_1A	14000001	14500000	0.046163958740323696	3
AtlanticForest	Inambari	chr_1A	14500001	15000000	0.06450172403725073	9
AtlanticForest	Inambari	chr_1A	15000001	15500000	0.08605933822379225	4
AtlanticForest	Inambari	chr_1A	15500001	16000000	-0.031195840554592635	1
AtlanticForest	Inambari	chr_1A	16000001	16500000	0.09694520388646262	10
AtlanticForest	Inambari	chr_1A	16500001	17000000	0.06526409296284726	5
AtlanticForest	Inambari	chr_1A	17000001	17500000	0.02348384496972194	4
AtlanticForest	Inambari	chr_1A	18000001	18500000	0.05023964641391365	1
AtlanticForest	Inambari	chr_1A	19000001	19500000	0.018041438029903583	4
AtlanticForest	Inambari	chr_1A	19500001	20000000	0.26408559617975524	4
AtlanticForest	Inambari	chr_1A	20000001	20500000	-0.033604073149143036	2
AtlanticForest	Inambari	chr_1A	20500001	21000000	0.32487253651642883	3
AtlanticForest	Inambari	chr_1A	21000001	21500000	0.1460143076136943	1
AtlanticForest	Inambari	chr_1A	21500001	22000000	0.14321280541976217	3
AtlanticForest	Inambari	chr_1A	22500001	23000000	-0.03984575835475569	1
AtlanticForest	Inambari	chr_1A	23000001	23500000	NA	1
AtlanticForest	Inambari	chr_1A	24000001	24500000	0.03525589419440999	3
AtlanticForest	Inambari	chr_1A	25000001	25500000	0.10229550695585307	3
AtlanticForest	Inambari	chr_1A	26000001	26500000	0.10825628897011393	5
AtlanticForest	Inambari	chr_1A	26500001	27000000	0.17473636626900874	2
AtlanticForest	Inambari	chr_1A	27000001	27500000	-0.03949691225290768	2
AtlanticForest	Inambari	chr_1A	28000001	28500000	-0.01053782542457679	1
AtlanticForest	Inambari	chr_1A	28500001	29000000	0.04125662376987126	2
AtlanticForest	Inambari	chr_1A	29000001	29500000	-0.0199623201186512	1
AtlanticForest	Inambari	chr_1A	29500001	30000000	0.1719120000755908	3
AtlanticForest	Inambari	chr_1A	30000001	30500000	0.02100951868157551	4
AtlanticForest	Inambari	chr_1A	30500001	31000000	0.2809322504633772	1
AtlanticForest	Inambari	chr_1A	31000001	31500000	0.05898879243261814	4
AtlanticForest	Inambari	chr_1A	31500001	32000000	0.11841613746731404	2
AtlanticForest	Inambari	chr_1A	32000001	32500000	0.3426776209722284	3
AtlanticForest	Inambari	chr_1A	32500001	33000000	-0.039508028157873215	1
AtlanticForest	Inambari	chr_1A	33000001	33500000	0.0909952606635067	1
AtlanticForest	Inambari	chr_1A	33500001	34000000	0.062272866378485746	1
AtlanticForest	Inambari	chr_1A	34500001	35000000	0.00957990209045735	2
AtlanticForest	Inambari	chr_1A	35500001	36000000	0.027318440124892353	1
AtlanticForest	Inambari	chr_1A	36500001	37000000	0.11194029850746266	1
AtlanticForest	Inambari	chr_1A	37000001	37500000	0.0599982016396548	7
AtlanticForest	Inambari	chr_1A	37500001	38000000	0.05174024522568979	6
AtlanticForest	Inambari	chr_1A	38000001	38500000	0.08953562333531713	4
AtlanticForest	Inambari	chr_1A	38500001	39000000	0.13983723252100624	7
AtlanticForest	Inambari	chr_1A	39000001	39500000	0.10108388008893489	5
AtlanticForest	Inambari	chr_1A	40000001	40500000	0.11475672094217956	11
AtlanticForest	Inambari	chr_1A	40500001	41000000	0.14943308287798748	16
AtlanticForest	Inambari	chr_1A	41000001	41500000	0.07999602388489353	15
AtlanticForest	Inambari	chr_1A	41500001	42000000	0.08340526071149977	9
AtlanticForest	Inambari	chr_1A	42000001	42500000	0.12378002353429757	1
AtlanticForest	Inambari	chr_1A	42500001	43000000	0.30803216541227646	2
AtlanticForest	Inambari	chr_1A	43000001	43500000	0.12378002353429757	1
AtlanticForest	Inambari	chr_1A	43500001	44000000	0.09609282500591983	4
AtlanticForest	Inambari	chr_1A	44500001	45000000	0.023455738995013867	7
AtlanticForest	Inambari	chr_1A	45000001	45500000	-0.007181286620395974	7
AtlanticForest	Inambari	chr_1A	45500001	46000000	0.18326280860908986	1
AtlanticForest	Inambari	chr_1A	46000001	46500000	-0.012339593207184866	1
AtlanticForest	Inambari	chr_1A	46500001	47000000	0.14054401427111562	5
AtlanticForest	Inambari	chr_1A	47500001	48000000	0.08370719735379376	4
AtlanticForest	Inambari	chr_1A	48000001	48500000	0.01257812307093766	3
AtlanticForest	Inambari	chr_1A	48500001	49000000	0.1483274716692021	2
AtlanticForest	Inambari	chr_1A	49000001	49500000	0.03298975949831485	1
AtlanticForest	Inambari	chr_1A	49500001	50000000	0.02785247299082038	1
AtlanticForest	Inambari	chr_1A	50000001	50500000	0.05298264878044696	6
AtlanticForest	Inambari	chr_1A	50500001	51000000	0.11002909593016173	3
AtlanticForest	Inambari	chr_1A	51500001	52000000	0.06032849020846485	1
AtlanticForest	Inambari	chr_1A	52000001	52500000	0.10276152117724857	4
AtlanticForest	Inambari	chr_1A	53000001	53500000	0.07177227106473895	4
