# This file was produced by samtools stats (1.17+htslib-1.17) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats trimmomaticbwamapped/Ceratopipra_rubrocapilla_AMZ551.GBSPipfilbwa.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	e77667f2	a24d13f9	878e1c2c
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	505762	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	505762
SN	is sorted:	1
SN	1st fragments:	505762
SN	last fragments:	0
SN	reads mapped:	437454
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	68308
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	55915	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	849
SN	total length:	35153923	# ignores clipping
SN	total first fragment length:	35153923	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	30476384	# ignores clipping
SN	bases mapped (cigar):	29754428	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	727794	# from NM fields
SN	error rate:	2.446002e-02	# mismatches / bases mapped (cigar)
SN	average length:	69
SN	average first fragment length:	70
SN	average last fragment length:	0
SN	maximum length:	90
SN	maximum first fragment length:	90
SN	maximum last fragment length:	0
SN	average quality:	36.9
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	43	1495	8108	0	0	0	0	0	302	0	0	0	3390	3621	1798	4123	55	3310	0	17348	7162	4335	8945	287472	154253	0	0	0
FFQ	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	2476	12566	0	0	0	0	0	462	0	0	0	4064	4331	1136	6961	54	5118	0	16658	10894	4937	12591	280322	143180	0	0	0
FFQ	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	331	2365	22006	0	0	0	0	0	519	0	0	0	1725	4464	674	8683	9	2505	3	15748	11402	2802	16760	285224	130540	0	0	0
FFQ	4	0	0	0	0	0	0	68	0	0	0	0	0	0	0	82	2572	20591	0	0	0	0	0	379	0	0	0	3933	4819	2336	6725	0	3518	14	18821	10123	3993	12341	278349	137098	0	0	0
FFQ	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	285	2776	15335	0	0	0	0	0	584	0	0	0	5422	5647	3044	6524	0	4966	17	19869	10295	4902	12155	276190	137740	0	0	0
FFQ	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	175	2441	12697	0	0	0	0	0	493	0	0	0	2992	4837	1626	5193	1515	3106	13	20942	6423	3435	12038	283936	143892	0	0	0
FFQ	7	0	0	0	0	0	0	110	0	0	0	0	0	0	0	2355	3252	5365	0	0	0	0	0	580	0	3	0	3311	4902	1862	3037	1668	2755	454	20447	4922	4593	8560	281658	155928	0	0	0
FFQ	8	0	0	0	0	0	0	70	0	0	0	0	0	0	0	1384	3457	7280	0	0	0	0	0	547	0	2	0	2848	4974	1659	4075	890	2801	157	20093	5205	4310	9312	87644	154761	0	194293	0
FFQ	9	0	0	0	0	0	0	128	0	0	0	0	0	0	0	1314	3629	7578	0	0	0	0	0	595	0	6	12	2575	4805	1393	4109	657	2769	130	19127	5053	4012	8810	86326	157667	0	195067	0
FFQ	10	0	0	0	0	0	0	120	0	0	0	0	0	0	0	1958	3866	6557	0	0	0	0	0	654	0	44	10	2517	5307	1719	3867	303	2505	263	20228	4882	3973	8485	86173	158656	0	193675	0
