# This file was produced by samtools stats (1.17+htslib-1.17) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats trimmomaticbwamapped/Ceratopipra_rubrocapilla_PIME062.GBSPipfilbwa.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	fe3d1df5	7dd2d7d9	2354398f
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	4862581	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	4862581
SN	is sorted:	1
SN	1st fragments:	4862581
SN	last fragments:	0
SN	reads mapped:	4629693
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	232888
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	581666	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	50720
SN	total length:	330354686	# ignores clipping
SN	total first fragment length:	330354686	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	317072856	# ignores clipping
SN	bases mapped (cigar):	311315299	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	6431862	# from NM fields
SN	error rate:	2.066028e-02	# mismatches / bases mapped (cigar)
SN	average length:	67
SN	average first fragment length:	68
SN	average last fragment length:	0
SN	maximum length:	90
SN	maximum first fragment length:	90
SN	maximum last fragment length:	0
SN	average quality:	37.3
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	2978	0	0	0	0	0	0	0	0	21721	0	0	0	0	0	0	1479	0	0	0	0	47687	0	0	0	0	0	197251	0	0	0	4591465	0	0	0	0
FFQ	2	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	20508	0	0	0	0	0	0	3426	0	0	0	0	42730	0	0	0	0	0	164833	0	0	0	4630733	0	0	0	0
FFQ	3	0	0	0	0	0	0	6328	0	0	0	0	0	0	0	0	13872	0	0	0	0	0	0	10465	0	0	0	0	31406	0	0	0	0	0	143532	0	0	0	4656978	0	0	0	0
FFQ	4	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	26995	0	0	0	0	0	0	5415	0	0	0	0	58147	0	0	0	0	0	209297	0	0	0	4562154	0	0	0	0
FFQ	5	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	24449	0	0	0	0	0	0	5832	0	0	0	0	57655	0	0	0	0	0	215280	0	0	0	4559193	0	0	0	0
FFQ	6	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	26205	0	0	0	0	0	0	9653	0	0	0	0	65106	0	0	0	0	0	242119	0	0	0	4519368	0	0	0	0
FFQ	7	0	0	0	0	0	0	2497	0	0	0	0	0	0	0	0	28699	0	0	0	0	0	0	11410	0	0	0	0	69534	0	0	0	0	0	237365	0	0	0	1202251	0	0	3310825	0
FFQ	8	0	0	0	0	0	0	1237	0	0	0	0	0	0	0	0	37921	0	0	0	0	0	0	9216	0	0	0	0	74243	0	0	0	0	0	257542	0	0	0	1234292	0	0	3248130	0
FFQ	9	0	0	0	0	0	0	1619	0	0	0	0	0	0	0	0	34141	0	0	0	0	0	0	9622	0	0	0	0	73085	0	0	0	0	0	254810	0	0	0	1235056	0	0	3254248	0
FFQ	10	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	31153	0	0	0	0	0	0	11012	0	0	0	0	75383	0	0	0	0	0	266086	0	0	0	1264068	0	0	3212794	0
FFQ	11	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	31116	0	0	0	0	0	0	11834	0	0	0	0	72629	0	0	0	0	0	259100	0	0	0	1245435	0	0	3240777	0
FFQ	12	0	0	0	0	0	0	1555	0	0	0	0	0	0	0	0	31157	0	0	0	0	0	0	12621	0	0	0	0	73121	0	0	0	0	0	259447	0	0	0	1229133	0	0	3255547	0
FFQ	13	0	0	0	0	0	0	1589	0	0	0	0	0	0	0	0	30753	0	0	0	0	0	0	13465	0	0	0	0	73346	0	0	0	0	0	270311	0	0	0	1262426	0	0	3210691	0
FFQ	14	0	0	0	0	0	0	2001	0	0	0	0	0	0	0	0	28903	0	0	0	0	0	0	15017	0	0	0	0	68296	0	0	0	0	0	260484	0	0	0	1249855	0	0	3238025	0
FFQ	15	0	0	0	0	0	0	2652	0	0	0	0	0	0	0	0	30665	0	0	0	0	0	0	17584	0	0	0	0	67270	0	0	0	0	0	265612	0	0	0	1259298	0	0	3219500	0
FFQ	16	0	0	0	0	0	0	2970	0	0	0	0	0	0	0	0	29434	0	0	0	0	0	0	20504	0	0	0	0	66954	0	0	0	0	0	271801	0	0	0	1279022	0	0	3191896	0
FFQ	17	0	0	0	0	0	0	3577	0	0	0	0	0	0	0	0	27333	0	0	0	0	0	0	21846	0	0	0	0	62469	0	0	0	0	0	264550	0	0	0	1250926	0	0	3231880	0
FFQ	18	0	0	0	0	0	0	4696	0	0	0	0	0	0	0	0	26748	0	0	0	0	0	0	23296	0	0	0	0	63221	0	0	0	0	0	267830	0	0	0	1248312	0	0	3228478	0
FFQ	19	0	0	0	0	0	0	6580	0	0	0	0	0	0	0	0	25785	0	0	0	0	0	0	23781	0	0	0	0	62685	0	0	0	0	0	268659	0	0	0	1251271	0	0	3223820	0
FFQ	20	0	0	0	0	0	0	8298	0	0	0	0	0	0	0	0	24250	0	0	0	0	0	0	23688	0	0	0	0	61918	0	0	0	0	0	267937	0	0	0	1249032	0	0	3227458	0
FFQ	21	0	0	0	0	0	0	9610	0	0	0	0	0	0	0	0	23268	0	0	0	0	0	0	25250	0	0	0	0	63946	0	0	0	0	0	271027	0	0	0	1247167	0	0	3222313	0
FFQ	22	0	0	0	0	0	0	10234	0	0	0	0	0	0	0	0	21479	0	0	0	0	0	0	25149	0	0	0	0	64356	0	0	0	0	0	274560	0	0	0	1256502	0	0	3210301	0
FFQ	23	0	0	0	0	0	0	11253	0	0	0	0	0	0	0	0	20910	0	0	0	0	0	0	25501	0	0	0	0	64702	0	0	0	0	0	280716	0	0	0	1271737	0	0	3187762	0
FFQ	24	0	0	0	0	0	0	11794	0	0	0	0	0	0	0	0	20261	0	0	0	0	0	0	26671	0	0	0	0	65171	0	0	0	0	0	279751	0	0	0	1273926	0	0	3185007	0
FFQ	25	0	0	0	0	0	0	12665	0	0	0	0	0	0	0	0	21135	0	0	0	0	0	0	28091	0	0	0	0	67741	0	0	0	0	0	293083	0	0	0	1315215	0	0	3124651	0
FFQ	26	0	0	0	0	0	0	12629	0	0	0	0	0	0	0	0	21174	0	0	0	0	0	0	29526	0	0	0	0	67029	0	0	0	0	0	294158	0	0	0	1312672	0	0	3125393	0
FFQ	27	0	0	0	0	0	0	12422	0	0	0	0	0	0	0	0	20880	0	0	0	0	0	0	29267	0	0	0	0	66274	0	0	0	0	0	291981	0	0	0	1304945	0	0	3136812	0
FFQ	28	0	0	0	0	0	0	12665	0	0	0	0	0	0	0	0	21480	0	0	0	0	0	0	30823	0	0	0	0	68110	0	0	0	0	0	297196	0	0	0	1322665	0	0	3109642	0
FFQ	29	0	0	0	0	0	0	12684	0	0	0	0	0	0	0	0	20820	0	0	0	0	0	0	31901	0	0	0	0	68517	0	0	0	0	0	298494	0	0	0	1326520	0	0	3103645	0
FFQ	30	0	0	0	0	0	0	12900	0	0	0	0	0	0	0	0	21078	0	0	0	0	0	0	32831	0	0	0	0	68096	0	0	0	0	0	300804	0	0	0	1323723	0	0	3103149	0
FFQ	31	0	0	0	0	0	0	12529	0	0	0	0	0	0	0	0	21210	0	0	0	0	0	0	34694	0	0	0	0	70329	0	0	0	0	0	306318	0	0	0	1332762	0	0	3084739	0
FFQ	32	0	0	0	0	0	0	12339	0	0	0	0	0	0	0	0	20918	0	0	0	0	0	0	35487	0	0	0	0	69322	0	0	0	0	0	307832	0	0	0	1342516	0	0	3074167	0
FFQ	33	0	0	0	0	0	0	13136	0	0	0	0	0	0	0	0	21809	0	0	0	0	0	0	37778	0	0	0	0	70564	0	0	0	0	0	312458	0	0	0	1348037	0	0	3058799	0
FFQ	34	0	0	0	0	0	0	13568	0	0	0	0	0	0	0	0	22834	0	0	0	0	0	0	40454	0	0	0	0	72545	0	0	0	0	0	321005	0	0	0	1371117	0	0	3021058	0
FFQ	35	0	0	0	0	0	0	13112	0	0	0	0	0	0	0	0	23047	0	0	0	0	0	0	42061	0	0	0	0	73435	0	0	0	0	0	327092	0	0	0	1386190	0	0	2997644	0
FFQ	36	0	0	0	0	0	0	12431	0	0	0	0	0	0	0	0	22591	0	0	0	0	0	0	42757	0	0	0	0	74063	0	0	0	0	0	326456	0	0	0	1400806	0	0	2983477	0
FFQ	37	0	0	0	0	0	0	12492	0	0	0	0	0	0	0	0	22636	0	0	0	0	0	0	44222	0	0	0	0	77510	0	0	0	0	0	332945	0	0	0	1407330	0	0	2965446	0
