# This file was produced by samtools stats (1.17+htslib-1.17) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats trimmomaticbwamapped/Ceratopipra_rubrocapilla_GAPTO268.GBSPipfilbwa.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	7cbdfcf1	98ee094b	ed1cd862
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2488696	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2488696
SN	is sorted:	1
SN	1st fragments:	2488696
SN	last fragments:	0
SN	reads mapped:	2348362
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	140334
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	357086	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	8846
SN	total length:	174168412	# ignores clipping
SN	total first fragment length:	174168412	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	165785875	# ignores clipping
SN	bases mapped (cigar):	163038164	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	3540128	# from NM fields
SN	error rate:	2.171349e-02	# mismatches / bases mapped (cigar)
SN	average length:	69
SN	average first fragment length:	70
SN	average last fragment length:	0
SN	maximum length:	90
SN	maximum first fragment length:	90
SN	maximum last fragment length:	0
SN	average quality:	36.5
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29023	0	0	0	0	0	0	0	0	0	0	0	0	30995	0	0	0	0	0	63706	0	0	0	2364972	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15357	0	0	0	0	0	0	0	0	0	0	0	0	27672	0	0	0	0	0	63854	0	0	0	2381813	0
FFQ	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	74841	0	0	0	0	0	0	0	0	0	0	0	0	36162	0	0	0	0	0	59970	0	0	0	2317715	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39584	0	0	0	0	0	0	0	0	0	0	0	0	50948	0	0	0	0	0	92180	0	0	0	2305984	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12591	0	0	0	0	0	0	0	2	0	0	0	0	33920	0	0	0	0	0	57661	0	0	0	2384522	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26876	0	0	0	0	0	0	0	26	0	0	0	0	31850	0	0	0	0	0	59527	0	0	0	2370417	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27944	0	0	0	0	0	0	0	53	0	0	0	0	35549	0	0	0	0	0	69727	0	0	0	2355423	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28397	0	0	0	0	0	0	0	125	0	0	0	0	35032	0	0	0	0	0	63884	0	0	0	2361258	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26958	0	0	0	0	0	0	0	744	0	0	0	0	33661	0	0	0	0	0	62132	0	0	0	2365201	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26720	0	0	0	0	0	0	0	1706	0	0	0	0	33526	0	0	0	0	0	64104	0	0	0	2362640	0
