# This file was produced by samtools stats (1.17+htslib-1.17) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats trimmomaticbwamapped/Ceratopipra_rubrocapilla_WM293.GBSPipfilbwa.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	8b8997bc	1ba21568	f812e8e5
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1221183	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1221183
SN	is sorted:	1
SN	1st fragments:	1221183
SN	last fragments:	0
SN	reads mapped:	1163850
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	57333
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	149843	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	3662
SN	total length:	90173763	# ignores clipping
SN	total first fragment length:	90173763	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	86555056	# ignores clipping
SN	bases mapped (cigar):	85170787	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	1897767	# from NM fields
SN	error rate:	2.228190e-02	# mismatches / bases mapped (cigar)
SN	average length:	73
SN	average first fragment length:	74
SN	average last fragment length:	0
SN	maximum length:	90
SN	maximum first fragment length:	90
SN	maximum last fragment length:	0
SN	average quality:	36.6
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	89	3253	13934	0	0	0	0	0	719	0	0	0	11506	8431	9917	28589	2225	15492	11	37631	19703	9641	40803	657373	361823	0	0	0
FFQ	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	239	4415	41833	0	0	0	0	0	936	0	0	0	11302	8383	4867	21357	91	12554	31	35570	32374	13656	37458	622361	373730	0	0	0
FFQ	3	0	0	0	0	0	0	100	0	0	0	0	0	0	0	375	3973	62459	0	0	0	0	0	1170	0	0	0	6897	8927	4186	24295	0	8547	10	33442	33378	9426	45456	629051	349491	0	0	0
FFQ	4	0	0	0	0	0	0	127	0	0	0	0	0	0	0	244	5181	60570	0	0	0	0	0	923	0	0	0	11757	10279	7162	19819	0	11047	27	41635	29386	12247	34100	609812	366867	0	0	0
FFQ	5	0	0	0	0	0	0	32	0	0	0	0	0	0	0	252	5622	24682	0	0	0	0	0	1240	0	0	0	11654	11794	5957	11169	6632	11927	17	43143	19973	11046	27659	610099	418285	0	0	0
FFQ	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	185	4795	25659	0	0	0	0	0	1141	0	0	0	7865	10377	4340	10987	6047	8462	10	45250	16568	9214	29736	618119	422417	0	0	0
FFQ	7	0	0	0	0	0	0	205	0	0	0	0	0	0	0	7760	8530	14543	0	0	0	0	0	1284	0	1	0	7732	12018	4422	10644	3141	8601	1408	48583	14202	13436	24165	616880	423628	0	0	0
FFQ	8	0	0	0	0	0	0	113	0	0	0	0	0	0	0	4134	8992	21086	0	0	0	0	0	1228	0	7	1	7757	11248	4705	12076	2636	8056	386	47081	14492	11833	26966	204257	421107	0	413022	0
FFQ	9	0	0	0	0	0	0	306	0	0	0	0	0	0	0	3809	9018	21152	0	0	0	0	0	1396	0	47	3	7427	11106	4874	12908	1275	7979	421	45712	15061	11111	26554	200957	424705	0	415362	0
FFQ	10	0	0	0	0	0	0	312	0	0	0	0	0	0	0	6022	9989	18611	0	0	0	0	0	1571	0	132	21	7125	12455	6680	12011	33	8029	820	48328	15220	12002	26114	203529	422356	0	409823	0
