# This file was produced by samtools stats (1.17+htslib-1.17) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats trimmomaticbwamapped/Ceratopipra_rubrocapilla_CPEII008.GBSPipfilbwa.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	4f5a0f8e	02f1fd01	3e9fc47b
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	3511546	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	3511546
SN	is sorted:	1
SN	1st fragments:	3511546
SN	last fragments:	0
SN	reads mapped:	2630959
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	880587
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	306234	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	10000
SN	total length:	247451376	# ignores clipping
SN	total first fragment length:	247451376	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	187143897	# ignores clipping
SN	bases mapped (cigar):	183945914	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	4031708	# from NM fields
SN	error rate:	2.191790e-02	# mismatches / bases mapped (cigar)
SN	average length:	70
SN	average first fragment length:	70
SN	average last fragment length:	0
SN	maximum length:	90
SN	maximum first fragment length:	90
SN	maximum last fragment length:	0
SN	average quality:	36.5
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	0.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42360	0	0	0	0	0	0	0	0	0	0	0	0	51679	0	0	0	0	0	95091	0	0	0	3322416	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48294	0	0	0	0	0	0	0	0	0	0	0	0	66488	0	0	0	0	0	124380	0	0	0	3272384	0
FFQ	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	63515	0	0	0	0	0	0	0	0	0	0	0	0	59848	0	0	0	0	0	101389	0	0	0	3286774	0
FFQ	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	76083	0	0	0	0	0	0	0	0	0	0	0	0	72384	0	0	0	0	0	121665	0	0	0	3241412	0
FFQ	5	0	0	34	0	0	0	0	0	0	0	0	0	0	0	34719	0	0	0	0	0	0	0	0	0	0	0	0	58718	0	0	0	0	0	110710	0	0	0	3307365	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51192	0	0	0	0	0	0	0	0	0	0	0	0	53970	0	0	0	0	0	104808	0	0	0	3301576	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53263	0	0	0	0	0	0	0	6	0	0	0	0	59429	0	0	0	0	0	119857	0	0	0	3278991	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116847	0	0	0	0	0	0	0	17	0	0	0	0	69250	0	0	0	0	0	118175	0	0	0	3207257	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48660	0	0	0	0	0	0	0	16	0	0	0	0	79026	0	0	0	0	0	139069	0	0	0	3244775	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47942	0	0	0	0	0	0	0	382	0	0	0	0	67055	0	0	0	0	0	114535	0	0	0	3281632	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40649	0	0	0	0	0	0	0	625	0	0	0	0	54462	0	0	0	0	0	99236	0	0	0	3316574	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41789	0	0	0	0	0	0	0	771	0	0	0	0	52112	0	0	0	0	0	96000	0	0	0	3320874	0
FFQ	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42114	0	0	0	0	0	0	0	1011	0	0	0	0	51779	0	0	0	0	0	94422	0	0	0	3322220	0
FFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38858	0	0	0	0	0	0	0	1282	0	0	0	0	49401	0	0	0	0	0	92077	0	0	0	3329928	0
FFQ	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38277	0	0	0	0	0	0	0	1568	0	0	0	0	48754	0	0	0	0	0	90404	0	0	0	3332543	0
FFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39504	0	0	0	0	0	0	0	1974	0	0	0	0	48154	0	0	0	0	0	90279	0	0	0	3331635	0
FFQ	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36058	0	0	0	0	0	0	0	2031	0	0	0	0	46073	0	0	0	0	0	86577	0	0	0	3340807	0
FFQ	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46518	0	0	0	0	0	0	0	2234	0	0	0	0	47769	0	0	0	0	0	86308	0	0	0	3328717	0
FFQ	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37833	0	0	0	0	0	0	0	2427	0	0	0	0	53407	0	0	0	0	0	86590	0	0	0	3331289	0
FFQ	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35165	0	0	0	0	0	0	0	2414	0	0	0	0	46171	0	0	0	0	0	83753	0	0	0	3344043	0
FFQ	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35609	0	0	0	0	0	0	0	2329	0	0	0	0	44462	0	0	0	0	0	82761	0	0	0	3346385	0
FFQ	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36890	0	0	0	0	0	0	0	2452	0	0	0	0	44578	0	0	0	0	0	82818	0	0	0	3344808	0
FFQ	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40552	0	0	0	0	0	0	0	2393	0	0	0	0	45959	0	0	0	0	0	82781	0	0	0	3339861	0
FFQ	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35170	0	0	0	0	0	0	0	2381	0	0	0	0	49561	0	0	0	0	0	83626	0	0	0	3340808	0
FFQ	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53242	0	0	0	0	0	0	0	2951	0	0	0	0	48712	0	0	0	0	0	85285	0	0	0	3321356	0
FFQ	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33278	0	0	0	0	0	0	0	2680	0	0	0	0	55032	0	0	0	0	0	82729	0	0	0	3337827	0
FFQ	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33752	0	0	0	0	0	0	0	2430	0	0	0	0	44915	0	0	0	0	0	81346	0	0	0	3349103	0
FFQ	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33673	0	0	0	0	0	0	0	2255	0	0	0	0	42148	0	0	0	0	0	78474	0	0	0	3354996	0
