pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	3100001	3600000	-1.0408340855860839e-16	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	4600001	5100000	-0.09374999999999996	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	5100001	5600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	5600001	6100000	NA	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	6100001	6600000	-0.022727272727272648	9
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	6600001	7100000	0.06209751609935605	7
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	7100001	7600000	0.04784445091756478	10
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	7600001	8100000	0.07094594594594587	6
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	8100001	8600000	-0.1111111111111105	4
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	8600001	9100000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	9100001	9600000	0.04340332184268255	8
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	9600001	10100000	0.0664645089423851	8
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	10100001	10600000	-1.0408340855860839e-16	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	10600001	11100000	0.31985294117647056	4
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	11600001	12100000	-1.0408340855860839e-16	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	12100001	12600000	0.07407407407407389	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	12600001	13100000	-0.06481481481481462	5
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	13100001	13600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	13600001	14100000	-0.025641025641025477	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	14100001	14600000	-0.013615733736762212	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	16100001	16600000	-1.3877787807814457e-17	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	16600001	17100000	0.080188679245283	5
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	17100001	17600000	0.007352941176470594	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	18100001	18600000	NA	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	19600001	20100000	0.13485016648168696	5
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	20100001	20600000	0.1544117647058822	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	20600001	21100000	0.025423728813559407	6
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	22100001	22600000	-0.08695652173913021	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	22600001	23100000	-0.09999999999999973	4
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	23100001	23600000	0.044117647058823525	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	23600001	24100000	0.10714285714285714	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	25100001	25600000	NA	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	25600001	26100000	0.08564732618421994	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	26100001	26600000	-0.06368251038301789	4
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	26600001	27100000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	27100001	27600000	-0.022727272727272603	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	27600001	28100000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	29100001	29600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	29600001	30100000	-1.0408340855860839e-16	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	30100001	30600000	-0.1643312101910827	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	30600001	31100000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	31100001	31600000	-0.14130434782608675	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	32100001	32600000	0.03409090909090909	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	32600001	33100000	0.24999999999999992	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	33100001	33600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	33600001	34100000	0.5833333333333333	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	34100001	34600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	36100001	36600000	0.35344827586206895	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	37100001	37600000	0.1249999999999995	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	37600001	38100000	NA	3
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	38100001	38600000	-1.0408340855860839e-16	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	39100001	39600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	39600001	40100000	NA	2
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	40100001	40600000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	40600001	41100000	NA	1
AtlanticForest_Ibateguara	AtlanticForest_Ilheus	chr_Z	41600001	42100000	NA	1
