pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AtlanticForest	Inambari	chr_4A	100001	600000	0.05418918540235899	82
AtlanticForest	Inambari	chr_4A	600001	1100000	0.09335085975654166	98
AtlanticForest	Inambari	chr_4A	1100001	1600000	0.11642699083020584	72
AtlanticForest	Inambari	chr_4A	1600001	2100000	0.13617053201919882	48
AtlanticForest	Inambari	chr_4A	2100001	2600000	0.06960047222830966	80
AtlanticForest	Inambari	chr_4A	2600001	3100000	0.18096778870869185	74
AtlanticForest	Inambari	chr_4A	3100001	3600000	0.18059309070054957	72
AtlanticForest	Inambari	chr_4A	3600001	4100000	0.1257473685878925	45
AtlanticForest	Inambari	chr_4A	4100001	4600000	0.1037577780757243	56
AtlanticForest	Inambari	chr_4A	4600001	5100000	0.05172790028414913	35
AtlanticForest	Inambari	chr_4A	5100001	5600000	0.10452903328676658	7
AtlanticForest	Inambari	chr_4A	5600001	6100000	0.05017166830010255	14
AtlanticForest	Inambari	chr_4A	6100001	6600000	0.06116051203023722	33
AtlanticForest	Inambari	chr_4A	6600001	7100000	0.14187679722435534	23
AtlanticForest	Inambari	chr_4A	7100001	7600000	0.020010687715479203	20
AtlanticForest	Inambari	chr_4A	7600001	8100000	0.03358435787120813	44
AtlanticForest	Inambari	chr_4A	8100001	8600000	0.05978342512308137	104
AtlanticForest	Inambari	chr_4A	8600001	9100000	0.05866168360892245	91
AtlanticForest	Inambari	chr_4A	9100001	9600000	0.06646854815718294	47
AtlanticForest	Inambari	chr_4A	9600001	10100000	0.05026279435054051	62
AtlanticForest	Inambari	chr_4A	10100001	10600000	0.056702775467100196	112
AtlanticForest	Inambari	chr_4A	10600001	11100000	0.05381701880916367	79
AtlanticForest	Inambari	chr_4A	11100001	11600000	0.04018468225409257	78
AtlanticForest	Inambari	chr_4A	11600001	12100000	0.028652481195252055	43
AtlanticForest	Inambari	chr_4A	12100001	12600000	0.023764335532008518	83
AtlanticForest	Inambari	chr_4A	12600001	13100000	0.053238271245399524	35
AtlanticForest	Inambari	chr_4A	13100001	13600000	0.08368733189426254	59
AtlanticForest	Inambari	chr_4A	13600001	14100000	0.0065888836685807275	41
AtlanticForest	Inambari	chr_4A	14100001	14600000	0.0752681837050083	49
AtlanticForest	Inambari	chr_4A	14600001	15100000	0.003996417392210122	28
AtlanticForest	Inambari	chr_4A	15100001	15600000	0.03704997371645586	30
AtlanticForest	Inambari	chr_4A	15600001	16100000	0.0026896602636812816	42
AtlanticForest	Inambari	chr_4A	16100001	16600000	-0.0026734343033610647	37
AtlanticForest	Inambari	chr_4A	16600001	17100000	0.0016730006609383865	19
AtlanticForest	Inambari	chr_4A	17100001	17600000	0.10228482654232024	32
AtlanticForest	Inambari	chr_4A	17600001	18100000	0.06681058709667667	130
AtlanticForest	Inambari	chr_4A	18100001	18600000	0.06237063751723352	177
AtlanticForest	Inambari	chr_4A	18600001	19100000	0.033495641223497394	155
AtlanticForest	Inambari	chr_4A	19100001	19600000	0.0425946475407852	83
AtlanticForest	Inambari	chr_4A	19600001	20100000	0.03945204136541028	121
AtlanticForest	Inambari	chr_4A	20100001	20600000	0.0989730075658497	58
AtlanticForest	Inambari	chr_4A	20600001	21100000	-0.014598540145984499	8
AtlanticForest	Inambari	chr_4A	21100001	21600000	0.058007582552218655	27
AtlanticForest	Inambari	chr_4A	21600001	22100000	-0.016657343435920225	12
AtlanticForest	Inambari	chr_4A	22100001	22600000	0.050232996818905806	82
AtlanticForest	Inambari	chr_4A	22600001	23100000	0.01653921333295788	70
AtlanticForest	Rondonia	chr_4A	100001	600000	0.05464561188969033	82
AtlanticForest	Rondonia	chr_4A	600001	1100000	0.08859149087785287	98
AtlanticForest	Rondonia	chr_4A	1100001	1600000	0.05547099954840385	72
AtlanticForest	Rondonia	chr_4A	1600001	2100000	0.1379202012412013	48
AtlanticForest	Rondonia	chr_4A	2100001	2600000	0.0563325731113833	80
AtlanticForest	Rondonia	chr_4A	2600001	3100000	0.1692774184512873	74
AtlanticForest	Rondonia	chr_4A	3100001	3600000	0.17473814741214722	72
AtlanticForest	Rondonia	chr_4A	3600001	4100000	0.04508988530959709	45
AtlanticForest	Rondonia	chr_4A	4100001	4600000	0.058032189352582544	56
AtlanticForest	Rondonia	chr_4A	4600001	5100000	-0.0010943632633320546	35
AtlanticForest	Rondonia	chr_4A	5100001	5600000	0.04633337418012913	7
AtlanticForest	Rondonia	chr_4A	5600001	6100000	0.025810836599639925	14
AtlanticForest	Rondonia	chr_4A	6100001	6600000	0.0738976780223149	33
AtlanticForest	Rondonia	chr_4A	6600001	7100000	0.10604992070283431	23
AtlanticForest	Rondonia	chr_4A	7100001	7600000	0.02566036462062459	20
AtlanticForest	Rondonia	chr_4A	7600001	8100000	0.053149891306798897	44
AtlanticForest	Rondonia	chr_4A	8100001	8600000	0.06002451185387539	104
AtlanticForest	Rondonia	chr_4A	8600001	9100000	0.0430083260408468	91
AtlanticForest	Rondonia	chr_4A	9100001	9600000	0.11526768974621864	47
AtlanticForest	Rondonia	chr_4A	9600001	10100000	0.03779400325064573	62
AtlanticForest	Rondonia	chr_4A	10100001	10600000	0.06403337882575234	112
AtlanticForest	Rondonia	chr_4A	10600001	11100000	0.09122248549233691	79
AtlanticForest	Rondonia	chr_4A	11100001	11600000	0.030805726841968202	78
AtlanticForest	Rondonia	chr_4A	11600001	12100000	0.009605355272058904	43
AtlanticForest	Rondonia	chr_4A	12100001	12600000	0.045571210198319306	83
AtlanticForest	Rondonia	chr_4A	12600001	13100000	0.04413477836749177	35
AtlanticForest	Rondonia	chr_4A	13100001	13600000	0.04448294683421252	59
AtlanticForest	Rondonia	chr_4A	13600001	14100000	-0.02581692305885961	41
AtlanticForest	Rondonia	chr_4A	14100001	14600000	0.044655492040101684	49
AtlanticForest	Rondonia	chr_4A	14600001	15100000	-0.0011432785432961398	28
AtlanticForest	Rondonia	chr_4A	15100001	15600000	0.04414765990626048	30
AtlanticForest	Rondonia	chr_4A	15600001	16100000	0.0024980690001584296	42
AtlanticForest	Rondonia	chr_4A	16100001	16600000	0.0162992740930279	37
AtlanticForest	Rondonia	chr_4A	16600001	17100000	0.025743729511692796	19
AtlanticForest	Rondonia	chr_4A	17100001	17600000	0.13947223650399418	32
AtlanticForest	Rondonia	chr_4A	17600001	18100000	0.05247556496548107	130
AtlanticForest	Rondonia	chr_4A	18100001	18600000	0.038251186806405685	177
AtlanticForest	Rondonia	chr_4A	18600001	19100000	0.05338290203340312	155
AtlanticForest	Rondonia	chr_4A	19100001	19600000	0.05042741262269742	83
AtlanticForest	Rondonia	chr_4A	19600001	20100000	0.062122667453207756	121
AtlanticForest	Rondonia	chr_4A	20100001	20600000	0.08517421964007066	58
AtlanticForest	Rondonia	chr_4A	20600001	21100000	-0.003826467226556329	8
AtlanticForest	Rondonia	chr_4A	21100001	21600000	0.05356161481500274	27
AtlanticForest	Rondonia	chr_4A	21600001	22100000	0.02200665753939467	12
AtlanticForest	Rondonia	chr_4A	22100001	22600000	0.025811256616621023	82
AtlanticForest	Rondonia	chr_4A	22600001	23100000	0.029234206005051663	70
AtlanticForest	RondoniaHeadwaters	chr_4A	100001	600000	0.05692956304521517	82
AtlanticForest	RondoniaHeadwaters	chr_4A	600001	1100000	0.07096135053762079	98
AtlanticForest	RondoniaHeadwaters	chr_4A	1100001	1600000	0.17041048679918763	72
AtlanticForest	RondoniaHeadwaters	chr_4A	1600001	2100000	0.08197887394772652	48
AtlanticForest	RondoniaHeadwaters	chr_4A	2100001	2600000	0.09106896954809908	80
AtlanticForest	RondoniaHeadwaters	chr_4A	2600001	3100000	0.11558143568107132	74
AtlanticForest	RondoniaHeadwaters	chr_4A	3100001	3600000	0.25001840199841047	72
AtlanticForest	RondoniaHeadwaters	chr_4A	3600001	4100000	-0.04210143602611871	45
AtlanticForest	RondoniaHeadwaters	chr_4A	4100001	4600000	0.33984678177817146	56
AtlanticForest	RondoniaHeadwaters	chr_4A	4600001	5100000	-0.027227031555431408	35
AtlanticForest	RondoniaHeadwaters	chr_4A	5100001	5600000	0.2970542351105808	7
AtlanticForest	RondoniaHeadwaters	chr_4A	5600001	6100000	-0.061330534202842096	14
AtlanticForest	RondoniaHeadwaters	chr_4A	6100001	6600000	0.2573585967772852	33
AtlanticForest	RondoniaHeadwaters	chr_4A	6600001	7100000	0.15752419534541978	23
AtlanticForest	RondoniaHeadwaters	chr_4A	7100001	7600000	0.020517251718629847	20
AtlanticForest	RondoniaHeadwaters	chr_4A	7600001	8100000	0.03205362471029612	44
AtlanticForest	RondoniaHeadwaters	chr_4A	8100001	8600000	0.1741569537657877	104
AtlanticForest	RondoniaHeadwaters	chr_4A	8600001	9100000	-0.01226487356319724	91
AtlanticForest	RondoniaHeadwaters	chr_4A	9100001	9600000	0.2608875648152486	47
AtlanticForest	RondoniaHeadwaters	chr_4A	9600001	10100000	-0.0073311269088385785	62
AtlanticForest	RondoniaHeadwaters	chr_4A	10100001	10600000	0.11015201466667364	112
AtlanticForest	RondoniaHeadwaters	chr_4A	10600001	11100000	0.06069494296541	79
AtlanticForest	RondoniaHeadwaters	chr_4A	11100001	11600000	0.05357679516561252	78
AtlanticForest	RondoniaHeadwaters	chr_4A	11600001	12100000	0.022223115154574313	43
AtlanticForest	RondoniaHeadwaters	chr_4A	12100001	12600000	-0.055280295587154644	83
AtlanticForest	RondoniaHeadwaters	chr_4A	12600001	13100000	-0.02016769074356059	35
AtlanticForest	RondoniaHeadwaters	chr_4A	13100001	13600000	0.15115218285561619	59
AtlanticForest	RondoniaHeadwaters	chr_4A	13600001	14100000	-0.04797495351232482	41
AtlanticForest	RondoniaHeadwaters	chr_4A	14100001	14600000	0.09918357738710469	49
AtlanticForest	RondoniaHeadwaters	chr_4A	14600001	15100000	-0.13102579048201718	28
AtlanticForest	RondoniaHeadwaters	chr_4A	15100001	15600000	-0.026625212077016056	30
AtlanticForest	RondoniaHeadwaters	chr_4A	15600001	16100000	0.08615048783819464	42
AtlanticForest	RondoniaHeadwaters	chr_4A	16100001	16600000	0.00036722539894710365	37
AtlanticForest	RondoniaHeadwaters	chr_4A	16600001	17100000	-0.09949096193739172	19
AtlanticForest	RondoniaHeadwaters	chr_4A	17100001	17600000	0.1291980895657448	32
AtlanticForest	RondoniaHeadwaters	chr_4A	17600001	18100000	0.1684942857619515	130
AtlanticForest	RondoniaHeadwaters	chr_4A	18100001	18600000	0.11404908226424118	177
AtlanticForest	RondoniaHeadwaters	chr_4A	18600001	19100000	0.05931811236402759	155
AtlanticForest	RondoniaHeadwaters	chr_4A	19100001	19600000	0.09588440921448986	83
AtlanticForest	RondoniaHeadwaters	chr_4A	19600001	20100000	0.04411728566243645	121
AtlanticForest	RondoniaHeadwaters	chr_4A	20100001	20600000	0.023557461195269233	58
AtlanticForest	RondoniaHeadwaters	chr_4A	20600001	21100000	0.4520547945205478	8
AtlanticForest	RondoniaHeadwaters	chr_4A	21100001	21600000	0.20825649258274842	27
AtlanticForest	RondoniaHeadwaters	chr_4A	21600001	22100000	9.276328852896495e-05	12
AtlanticForest	RondoniaHeadwaters	chr_4A	22100001	22600000	0.0009623503089719403	82
AtlanticForest	RondoniaHeadwaters	chr_4A	22600001	23100000	-0.0247472327979627	70
AtlanticForest	Tapajos	chr_4A	100001	600000	0.060346008650575586	82
AtlanticForest	Tapajos	chr_4A	600001	1100000	0.08092119134624629	98
AtlanticForest	Tapajos	chr_4A	1100001	1600000	0.09398643572610929	72
AtlanticForest	Tapajos	chr_4A	1600001	2100000	0.1020225639617458	48
AtlanticForest	Tapajos	chr_4A	2100001	2600000	0.07745661190804144	80
AtlanticForest	Tapajos	chr_4A	2600001	3100000	0.12356631418161859	74
AtlanticForest	Tapajos	chr_4A	3100001	3600000	0.14611327416649444	72
AtlanticForest	Tapajos	chr_4A	3600001	4100000	0.12840369775510352	45
AtlanticForest	Tapajos	chr_4A	4100001	4600000	0.03339411682754777	56
AtlanticForest	Tapajos	chr_4A	4600001	5100000	0.07712728268637704	35
AtlanticForest	Tapajos	chr_4A	5100001	5600000	-0.013536997212889482	7
AtlanticForest	Tapajos	chr_4A	5600001	6100000	0.03902710606032248	14
AtlanticForest	Tapajos	chr_4A	6100001	6600000	0.0234989660792682	33
AtlanticForest	Tapajos	chr_4A	6600001	7100000	0.019115614998832228	23
AtlanticForest	Tapajos	chr_4A	7100001	7600000	-0.003716501252270754	20
AtlanticForest	Tapajos	chr_4A	7600001	8100000	0.055270814702208224	44
AtlanticForest	Tapajos	chr_4A	8100001	8600000	0.03386272915663259	104
AtlanticForest	Tapajos	chr_4A	8600001	9100000	0.018876842364679146	91
