pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AtlanticForest	Inambari	chr_Z	3000001	3500000	0.03312672253999153	15
AtlanticForest	Inambari	chr_Z	3500001	4000000	0.25412481794985015	16
AtlanticForest	Inambari	chr_Z	4000001	4500000	-0.026808545739502983	16
AtlanticForest	Inambari	chr_Z	4500001	5000000	0.21046610690883222	35
AtlanticForest	Inambari	chr_Z	5000001	5500000	0.015175107567070743	10
AtlanticForest	Inambari	chr_Z	5500001	6000000	0.0013217726328672084	29
AtlanticForest	Inambari	chr_Z	6000001	6500000	0.02221136940744464	53
AtlanticForest	Inambari	chr_Z	6500001	7000000	0.233804846226487	76
AtlanticForest	Inambari	chr_Z	7000001	7500000	0.17946770616273486	84
AtlanticForest	Inambari	chr_Z	7500001	8000000	0.11687455317401761	52
AtlanticForest	Inambari	chr_Z	8000001	8500000	0.06883625726221851	91
AtlanticForest	Inambari	chr_Z	8500001	9000000	0.13366739849792228	4
AtlanticForest	Inambari	chr_Z	9000001	9500000	0.1023334856455664	56
AtlanticForest	Inambari	chr_Z	9500001	10000000	0.1705401307538897	52
AtlanticForest	Inambari	chr_Z	10000001	10500000	0.1876892367368899	36
AtlanticForest	Inambari	chr_Z	10500001	11000000	0.15569657954244528	15
AtlanticForest	Inambari	chr_Z	11000001	11500000	0.055359733983107035	23
AtlanticForest	Inambari	chr_Z	11500001	12000000	0.008871948006125707	26
AtlanticForest	Inambari	chr_Z	12000001	12500000	0.1857909275149534	31
AtlanticForest	Inambari	chr_Z	12500001	13000000	0.21010130901532661	32
AtlanticForest	Inambari	chr_Z	13000001	13500000	0.010684769895891889	10
AtlanticForest	Inambari	chr_Z	13500001	14000000	0.20250739787803695	24
AtlanticForest	Inambari	chr_Z	14000001	14500000	0.1150544508644341	24
AtlanticForest	Inambari	chr_Z	14500001	15000000	0.026479543791357484	38
AtlanticForest	Inambari	chr_Z	15000001	15500000	0.01245314729005666	29
AtlanticForest	Inambari	chr_Z	15500001	16000000	0.0435467261550286	27
AtlanticForest	Inambari	chr_Z	16000001	16500000	0.17739117061795037	25
AtlanticForest	Inambari	chr_Z	16500001	17000000	0.25748393917365925	46
AtlanticForest	Inambari	chr_Z	17000001	17500000	0.20307855690106574	23
AtlanticForest	Inambari	chr_Z	17500001	18000000	0.08497431506849291	22
AtlanticForest	Inambari	chr_Z	18000001	18500000	-0.016742492520981485	27
AtlanticForest	Inambari	chr_Z	18500001	19000000	-0.008171866588668024	25
AtlanticForest	Inambari	chr_Z	19000001	19500000	0.04649673554814813	60
AtlanticForest	Inambari	chr_Z	19500001	20000000	0.20539193187693447	47
