pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	Inambari	chr_24	1	500000	0.004092623188588581	1114	2596	634312	78648
AtlanticForest	Inambari	chr_24	500001	1000000	0.0056922079905556405	1740	5516	969044	144556
AtlanticForest	Inambari	chr_24	1000001	1500000	0.006622617690177553	2077	7806	1178688	150592
AtlanticForest	Inambari	chr_24	1500001	2000000	0.00942678439742324	1862	9664	1025164	166516
AtlanticForest	Inambari	chr_24	2000001	2500000	0.007680681794328176	1705	7318	952780	138420
AtlanticForest	Inambari	chr_24	2500001	3000000	0.0075514729537203	1239	5258	696288	96672
AtlanticForest	Inambari	chr_24	3000001	3500000	0.004578224228142349	703	1834	400592	49328
AtlanticForest	Inambari	chr_24	3500001	4000000	0.0067099888600074264	951	3614	538600	70040
AtlanticForest	Inambari	chr_24	4000001	4500000	0.005499478996726626	1338	4180	760072	96248
AtlanticForest	Inambari	chr_24	4500001	5000000	0.010031184169058006	855	4838	482296	64904
AtlanticForest	Inambari	chr_24	5000001	5500000	0.006824507132397863	1450	5630	824968	103032
AtlanticForest	Inambari	chr_24	5500001	6000000	0.008610306213048296	1054	5004	581164	93396
AtlanticForest	Inambari	chr_24	6000001	6500000	0.004677667412138429	1052	2786	595596	77684
AtlanticForest	Inambari	chr_24	6500001	7000000	0.0011312165176005334	1554	984	869860	124700
AtlanticForest	Inambari	chr_24	7000001	7500000	0.0021933156095708317	383	462	210640	34480
AtlanticForest	Rondonia	chr_24	1	500000	0.003980601019160859	1114	2006	503944	75336
AtlanticForest	Rondonia	chr_24	500001	1000000	0.005088651520902239	1740	3754	737720	167080
AtlanticForest	Rondonia	chr_24	1000001	1500000	0.006525797996481275	2077	5816	891232	188808
AtlanticForest	Rondonia	chr_24	1500001	2000000	0.009933559633853091	1862	7948	800116	168124
AtlanticForest	Rondonia	chr_24	2000001	2500000	0.006784919177998114	1705	4864	716884	169716
AtlanticForest	Rondonia	chr_24	2500001	3000000	0.007852254443837135	1239	4080	519596	124684
AtlanticForest	Rondonia	chr_24	3000001	3500000	0.0053218515092692716	703	1634	307036	58524
AtlanticForest	Rondonia	chr_24	3500001	4000000	0.00657597026852681	951	2732	415452	79068
AtlanticForest	Rondonia	chr_24	4000001	4500000	0.005415609333415857	1338	3150	581652	114108
AtlanticForest	Rondonia	chr_24	4500001	5000000	0.009013700395121112	855	3358	372544	72056
AtlanticForest	Rondonia	chr_24	5000001	5500000	0.007845770189909841	1450	4908	625560	128440
AtlanticForest	Rondonia	chr_24	5500001	6000000	0.008458391372528407	1054	3862	456588	91492
AtlanticForest	Rondonia	chr_24	6000001	6500000	0.0048788136732225255	1052	2178	446420	100620
AtlanticForest	Rondonia	chr_24	6500001	7000000	0.001519127595054817	1554	1042	685920	122160
AtlanticForest	Rondonia	chr_24	7000001	7500000	0.001754819574888779	383	284	161840	37320
AtlanticForest	RondoniaHeadwaters	chr_24	1	500000	0.003928028383172833	1114	372	94704	38976
