pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	Inambari	chr_4A	1	500000	0.003680058133499429	687	1418	385320	54360
AtlanticForest	Inambari	chr_4A	500001	1000000	0.005602353919785466	1194	3610	644372	119788
AtlanticForest	Inambari	chr_4A	1000001	1500000	0.004488454553316613	811	2076	462520	56520
AtlanticForest	Inambari	chr_4A	1500001	2000000	0.0048672566371681415	744	2046	420360	55800
AtlanticForest	Inambari	chr_4A	2000001	2500000	0.006982179809739322	967	3752	537368	81512
AtlanticForest	Inambari	chr_4A	2500001	3000000	0.004464656931411868	1115	2792	625356	88244
AtlanticForest	Inambari	chr_4A	3000001	3500000	0.003206717940668655	2220	4086	1274200	146600
AtlanticForest	Inambari	chr_4A	3500001	4000000	0.007385655810642463	392	1660	224760	26120
AtlanticForest	Inambari	chr_4A	4000001	4500000	0.006659419875278906	638	2328	349580	58740
AtlanticForest	Inambari	chr_4A	4500001	5000000	0.00578790141896938	472	1550	267800	34280
AtlanticForest	Inambari	chr_4A	5000001	5500000	0.009715242881072027	223	1160	119400	23320
AtlanticForest	Inambari	chr_4A	5500001	6000000	0.0033559322033898304	213	396	118000	18320
AtlanticForest	Inambari	chr_4A	6000001	6500000	0.005492650203723297	340	976	177692	39908
AtlanticForest	Inambari	chr_4A	6500001	7000000	0.005876131155247385	257	800	136144	28336
AtlanticForest	Inambari	chr_4A	7000001	7500000	0.006601920558707988	350	1210	183280	40720
AtlanticForest	Inambari	chr_4A	7500001	8000000	0.0018882445589919817	428	422	223488	50432
AtlanticForest	Inambari	chr_4A	8000001	8500000	0.006763625679447627	1202	4604	680700	88580
AtlanticForest	Inambari	chr_4A	8500001	9000000	0.0038911003878300716	1090	2432	625016	72584
AtlanticForest	Inambari	chr_4A	9000001	9500000	0.008405905090113165	750	3610	429460	50540
AtlanticForest	Inambari	chr_4A	9500001	10000000	0.004364466527899013	640	1560	357432	52168
AtlanticForest	Inambari	chr_4A	10000001	10500000	0.003779697624190065	1041	2226	588936	77304
AtlanticForest	Inambari	chr_4A	10500001	11000000	0.004965112751542117	1057	2946	593340	83140
AtlanticForest	Inambari	chr_4A	11000001	11500000	0.006943617084648836	976	3730	537184	87456
AtlanticForest	Inambari	chr_4A	11500001	12000000	0.005457982680814734	488	1432	262368	49952
AtlanticForest	Inambari	chr_4A	12000001	12500000	0.005595641993596789	786	2342	418540	84500
AtlanticForest	Inambari	chr_4A	12500001	13000000	0.007169105020949241	404	1670	232944	25616
AtlanticForest	Inambari	chr_4A	13000001	13500000	0.007102808776753464	287	1054	148392	35288
AtlanticForest	Inambari	chr_4A	13500001	14000000	0.004787187104744536	493	1302	271976	43544
AtlanticForest	Inambari	chr_4A	14000001	14500000	0.007572147206777866	527	2288	302160	35120
AtlanticForest	Inambari	chr_4A	14500001	15000000	0.0036429522638803525	567	1138	312384	50496
AtlanticForest	Inambari	chr_4A	15000001	15500000	0.004725759059745348	452	1158	245040	44240
AtlanticForest	Inambari	chr_4A	15500001	16000000	0.00294515494343335	584	958	325280	48480
AtlanticForest	Inambari	chr_4A	16000001	16500000	0.003860294117647059	334	714	184960	28800
AtlanticForest	Inambari	chr_4A	16500001	17000000	0.00369811320754717	181	392	106000	9840
AtlanticForest	Inambari	chr_4A	17000001	17500000	0.004927402930162276	229	600	121768	24792
AtlanticForest	Inambari	chr_4A	17500001	18000000	0.003579488164401978	1465	2982	833080	104520
AtlanticForest	Inambari	chr_4A	18000001	18500000	0.005204090278094592	2180	6388	1227496	167704
AtlanticForest	Inambari	chr_4A	18500001	19000000	0.004487214512075183	1620	3942	878496	158304
AtlanticForest	Inambari	chr_4A	19000001	19500000	0.006057344782338452	1236	4210	695024	96016
AtlanticForest	Inambari	chr_4A	19500001	20000000	0.005098552364785213	1231	3460	678624	109216
AtlanticForest	Inambari	chr_4A	20000001	20500000	0.00411530815109344	1032	2484	603600	56880
AtlanticForest	Inambari	chr_4A	20500001	21000000	0.0006746391142820176	391	146	216412	33828
AtlanticForest	Inambari	chr_4A	21000001	21500000	0.0077957554108005886	323	1484	190360	16360
AtlanticForest	Inambari	chr_4A	21500001	22000000	0.004417670682730923	150	330	74700	21300
AtlanticForest	Inambari	chr_4A	22000001	22500000	0.002687970126511648	681	1002	372772	63068
AtlanticForest	Inambari	chr_4A	22500001	23000000	0.005818653474903475	1171	3858	663040	86400
AtlanticForest	Rondonia	chr_4A	1	500000	0.0041781813396499536	687	1270	303960	53280
AtlanticForest	Rondonia	chr_4A	500001	1000000	0.006593718152073132	1194	3442	522012	98868
AtlanticForest	Rondonia	chr_4A	1000001	1500000	0.004868893482754869	811	1790	367640	54080
AtlanticForest	Rondonia	chr_4A	1500001	2000000	0.005831141174996868	744	1862	319320	67560
AtlanticForest	Rondonia	chr_4A	2000001	2500000	0.007073599455658879	967	2994	423264	79576
AtlanticForest	Rondonia	chr_4A	2500001	3000000	0.004635008735048022	1115	2218	478532	101268
AtlanticForest	Rondonia	chr_4A	3000001	3500000	0.003055984636579969	2220	2928	958120	196280
AtlanticForest	Rondonia	chr_4A	3500001	4000000	0.007947778286761338	392	1388	174640	29200
AtlanticForest	Rondonia	chr_4A	4000001	4500000	0.00661049995018999	638	1858	281068	50692
AtlanticForest	Rondonia	chr_4A	4500001	5000000	0.004234754882423276	472	850	200720	44720
AtlanticForest	Rondonia	chr_4A	5000001	5500000	0.010082474226804123	223	978	97000	18960
AtlanticForest	Rondonia	chr_4A	5500001	6000000	0.0037875829754002344	213	388	102440	8320
AtlanticForest	Rondonia	chr_4A	6000001	6500000	0.005815362248606736	340	768	132064	44736
AtlanticForest	Rondonia	chr_4A	6500001	7000000	0.0046075455333911535	257	510	110688	22952
AtlanticForest	Rondonia	chr_4A	7000001	7500000	0.005975833990018387	350	910	152280	29720
AtlanticForest	Rondonia	chr_4A	7500001	8000000	0.0020774724085695735	428	384	184840	37720
AtlanticForest	Rondonia	chr_4A	8000001	8500000	0.006152780737268272	1202	3234	525616	99424
AtlanticForest	Rondonia	chr_4A	8500001	9000000	0.0038943226164622896	1090	1908	489944	76856
AtlanticForest	Rondonia	chr_4A	9000001	9500000	0.007625682545659951	750	2430	318660	71340
AtlanticForest	Rondonia	chr_4A	9500001	10000000	0.004355058218660215	640	1152	264520	68280
