pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	Inambari	chr_13	1	500000	0.00244382964453387	805	1166	477120	38080
AtlanticForest	Inambari	chr_13	500001	1000000	0.005972485861333437	1795	6104	1022020	126780
AtlanticForest	Inambari	chr_13	1000001	1500000	0.008754264416357325	944	4660	532312	71848
AtlanticForest	Inambari	chr_13	1500001	2000000	0.0070116166057296245	1666	6666	950708	115532
AtlanticForest	Inambari	chr_13	2000001	2500000	0.0033255736614566014	220	400	120280	20520
AtlanticForest	Inambari	chr_13	2500001	3000000	0.005894879927503398	808	2602	441400	75720
AtlanticForest	Inambari	chr_13	3000001	3500000	0.0053235653235653236	1596	4796	900900	120540
AtlanticForest	Inambari	chr_13	3500001	4000000	0.012918331668331668	571	4138	320320	45120
AtlanticForest	Inambari	chr_13	4000001	4500000	0.006113914268830401	1144	3766	615972	116188
AtlanticForest	Inambari	chr_13	4500001	5000000	0.003225428102275393	251	440	136416	24224
AtlanticForest	Inambari	chr_13	5000001	5500000	0.00625	276	978	156480	20160
AtlanticForest	Inambari	chr_13	5500001	6000000	0.002356020942408377	165	216	91680	13920
AtlanticForest	Inambari	chr_13	6000001	6500000	0.008437862337936123	679	3202	379480	55080
AtlanticForest	Inambari	chr_13	6500001	7000000	0.009018416980473886	1569	8066	894392	109768
AtlanticForest	Inambari	chr_13	7000001	7500000	0.005716291668445596	1519	4820	843204	128956
AtlanticForest	Inambari	chr_13	7500001	8000000	0.007582091653978508	844	3446	454492	85668
AtlanticForest	Inambari	chr_13	8000001	8500000	0.007535944016074228	1565	6556	869964	131636
AtlanticForest	Inambari	chr_13	8500001	9000000	0.005466369814858214	1210	3732	682720	91680
AtlanticForest	Inambari	chr_13	9000001	9500000	0.0031600768530690667	692	1250	395560	47320
AtlanticForest	Inambari	chr_13	9500001	10000000	0.007414008198182142	809	3328	448880	68880
AtlanticForest	Inambari	chr_13	10000001	10500000	0.003752190864541975	1990	4196	1118280	155320
AtlanticForest	Inambari	chr_13	10500001	11000000	0.003853705405631214	354	738	191504	35056
AtlanticForest	Inambari	chr_13	11000001	11500000	0.003215508735271925	633	1108	344580	60540
AtlanticForest	Inambari	chr_13	11500001	12000000	0.006565034876747783	438	1664	253464	26856
AtlanticForest	Inambari	chr_13	12000001	12500000	0.006774441275115193	933	3458	510448	86672
AtlanticForest	Inambari	chr_13	12500001	13000000	0.004807249270465367	919	2504	520880	67280
AtlanticForest	Inambari	chr_13	13000001	13500000	0.003466599295083393	1689	3348	965788	115172
AtlanticForest	Inambari	chr_13	13500001	14000000	0.0054607629685725105	589	1846	338048	38912
AtlanticForest	Inambari	chr_13	14000001	14500000	0.004494875549048316	729	1842	409800	56760
AtlanticForest	Inambari	chr_13	14500001	15000000	0.006193786693493897	490	1650	266396	47204
AtlanticForest	Inambari	chr_13	15000001	15500000	0.006371419163648337	220	774	121480	19320
AtlanticForest	Inambari	chr_13	15500001	16000000	0.010397504598896264	1191	6760	650156	112084
AtlanticForest	Inambari	chr_13	16000001	16500000	0.007335973683779847	880	3586	488824	74376
AtlanticForest	Inambari	chr_13	16500001	17000000	0.006627140371760828	915	3474	524208	61392
AtlanticForest	Inambari	chr_13	17000001	17500000	0.006385534551432003	1109	4040	632680	77080
AtlanticForest	Inambari	chr_13	17500001	18000000	0.006216427640156454	1368	4768	767000	108520
AtlanticForest	Inambari	chr_13	18000001	18500000	0.005788405201212931	1141	3604	622624	107616
AtlanticForest	Rondonia	chr_13	1	500000	0.0022316646432907236	805	750	336072	82528
AtlanticForest	Rondonia	chr_13	500001	1000000	0.00565950444506364	1795	4306	760844	172556
AtlanticForest	Rondonia	chr_13	1000001	1500000	0.00910032843290585	944	3724	409216	81664
AtlanticForest	Rondonia	chr_13	1500001	2000000	0.0076696985560354225	1666	5626	733536	132784
AtlanticForest	Rondonia	chr_13	2000001	2500000	0.0026327734906945073	220	232	88120	26280
AtlanticForest	Rondonia	chr_13	2500001	3000000	0.006476006367978167	808	2278	351760	68400
AtlanticForest	Rondonia	chr_13	3000001	3500000	0.0052996812698485884	1596	3678	694004	135916
AtlanticForest	Rondonia	chr_13	3500001	4000000	0.01232546859300835	571	2846	230904	66016
AtlanticForest	Rondonia	chr_13	4000001	4500000	0.0048945717899405725	1144	2260	461736	133144
AtlanticForest	Rondonia	chr_13	4500001	5000000	0.0029298019453884916	251	300	102396	28124
AtlanticForest	Rondonia	chr_13	5000001	5500000	0.005389408099688474	276	692	128400	15120
AtlanticForest	Rondonia	chr_13	5500001	6000000	0.0020751953125	165	170	81920	3880
AtlanticForest	Rondonia	chr_13	6000001	6500000	0.008875929248910536	679	2770	312080	41000
AtlanticForest	Rondonia	chr_13	6500001	7000000	0.007957736654717931	1569	5248	659484	156396
AtlanticForest	Rondonia	chr_13	7000001	7500000	0.006315127615024448	1519	4138	655252	134628
AtlanticForest	Rondonia	chr_13	7500001	8000000	0.007314332754861389	844	2630	359568	79312
AtlanticForest	Rondonia	chr_13	8000001	8500000	0.007168148462176896	1565	4802	669908	143892
AtlanticForest	Rondonia	chr_13	8500001	9000000	0.006227064220183486	1210	3258	523200	106000
AtlanticForest	Rondonia	chr_13	9000001	9500000	0.0032763532763532763	692	1012	308880	50960
AtlanticForest	Rondonia	chr_13	9500001	10000000	0.007954951734000714	809	2670	335640	85040
AtlanticForest	Rondonia	chr_13	10000001	10500000	0.003766942697550877	1990	3086	819232	215568
AtlanticForest	Rondonia	chr_13	10500001	11000000	0.0038370253164556963	354	582	151680	32400
AtlanticForest	Rondonia	chr_13	11000001	11500000	0.003811782959614495	633	1022	268116	61044
AtlanticForest	Rondonia	chr_13	11500001	12000000	0.006750581588567631	438	1300	192576	35184
AtlanticForest	Rondonia	chr_13	12000001	12500000	0.006808103303444099	933	2788	409512	75648
AtlanticForest	Rondonia	chr_13	12500001	13000000	0.004918602342664284	919	1982	402960	74920
AtlanticForest	Rondonia	chr_13	13000001	13500000	0.0031779107782617323	1689	2434	765912	112368
AtlanticForest	Rondonia	chr_13	13500001	14000000	0.004705315561265457	589	1172	249080	57200
AtlanticForest	Rondonia	chr_13	14000001	14500000	0.004279516171443597	729	1302	304240	74840
AtlanticForest	Rondonia	chr_13	14500001	15000000	0.005165466801611702	490	1082	209468	45332
AtlanticForest	Rondonia	chr_13	15000001	15500000	0.00585387323943662	220	532	90880	23520
AtlanticForest	Rondonia	chr_13	15500001	16000000	0.01065812967522201	1191	5420	508532	110788
AtlanticForest	Rondonia	chr_13	16000001	16500000	0.006473547925306836	880	2460	380008	77592
AtlanticForest	Rondonia	chr_13	16500001	17000000	0.006153665826642443	915	2520	409512	66288
AtlanticForest	Rondonia	chr_13	17000001	17500000	0.005417308594011655	1109	2588	477728	98952
AtlanticForest	Rondonia	chr_13	17500001	18000000	0.006109210611243788	1368	3786	619720	91640
AtlanticForest	Rondonia	chr_13	18000001	18500000	0.005923630729973571	1141	2860	482812	110508
AtlanticForest	RondoniaHeadwaters	chr_13	1	500000	0.00203542743976235	805	148	72712	23888
AtlanticForest	RondoniaHeadwaters	chr_13	500001	1000000	0.005332505332505333	1795	790	148148	67252
AtlanticForest	RondoniaHeadwaters	chr_13	1000001	1500000	0.009117740065352587	944	692	75896	37384
AtlanticForest	RondoniaHeadwaters	chr_13	1500001	2000000	0.006358880169199087	1666	914	143736	56184
AtlanticForest	RondoniaHeadwaters	chr_13	2000001	2500000	0.003504043126684636	220	52	14840	11560
AtlanticForest	RondoniaHeadwaters	chr_13	2500001	3000000	0.006609035136642499	808	474	71720	25240
AtlanticForest	RondoniaHeadwaters	chr_13	3000001	3500000	0.006762261691380153	1596	996	147288	44232
AtlanticForest	RondoniaHeadwaters	chr_13	3500001	4000000	0.011760752688172043	571	560	47616	20904
AtlanticForest	RondoniaHeadwaters	chr_13	4000001	4500000	0.005935506732813608	1144	536	90304	46976
AtlanticForest	RondoniaHeadwaters	chr_13	4500001	5000000	0.002851846570654499	251	80	28052	2068
AtlanticForest	RondoniaHeadwaters	chr_13	5000001	5500000	0.006065318818040436	276	156	25720	7400
AtlanticForest	RondoniaHeadwaters	chr_13	5500001	6000000	0.0006060606060606061	165	12	19800	0
AtlanticForest	RondoniaHeadwaters	chr_13	6000001	6500000	0.0087516960651289	679	516	58960	22520
AtlanticForest	RondoniaHeadwaters	chr_13	6500001	7000000	0.008764883087075025	1569	1222	139420	48860
AtlanticForest	RondoniaHeadwaters	chr_13	7000001	7500000	0.005762097573406575	1519	814	141268	41012
AtlanticForest	RondoniaHeadwaters	chr_13	7500001	8000000	0.008221496796034337	844	544	66168	35112
AtlanticForest	RondoniaHeadwaters	chr_13	8000001	8500000	0.008163439150434437	1565	1150	140872	46928
AtlanticForest	RondoniaHeadwaters	chr_13	8500001	9000000	0.006209150326797385	1210	684	110160	35040
AtlanticForest	RondoniaHeadwaters	chr_13	9000001	9500000	0.0022131624927198604	692	152	68680	14360
AtlanticForest	RondoniaHeadwaters	chr_13	9500001	10000000	0.008066329398538505	809	574	71160	25920
AtlanticForest	RondoniaHeadwaters	chr_13	10000001	10500000	0.004746718089445969	1990	768	161796	77004
AtlanticForest	RondoniaHeadwaters	chr_13	10500001	11000000	0.0028173682466025854	354	68	24136	18344
AtlanticForest	RondoniaHeadwaters	chr_13	11000001	11500000	0.004039983340274885	633	194	48020	27940
AtlanticForest	RondoniaHeadwaters	chr_13	11500001	12000000	0.00612	438	306	50000	2560
AtlanticForest	RondoniaHeadwaters	chr_13	12000001	12500000	0.005940912010276172	933	444	74736	37224
AtlanticForest	RondoniaHeadwaters	chr_13	12500001	13000000	0.003949950932286555	919	322	81520	28760
AtlanticForest	RondoniaHeadwaters	chr_13	13000001	13500000	0.0034457167090754877	1689	520	150912	51768
AtlanticForest	RondoniaHeadwaters	chr_13	13500001	14000000	0.006390917751667196	589	322	50384	20296
AtlanticForest	RondoniaHeadwaters	chr_13	14000001	14500000	0.002968508002065049	729	230	77480	10000
AtlanticForest	RondoniaHeadwaters	chr_13	14500001	15000000	0.006868258504655665	490	298	43388	15412
AtlanticForest	RondoniaHeadwaters	chr_13	15000001	15500000	0.004586330935251798	220	102	22240	4160
AtlanticForest	RondoniaHeadwaters	chr_13	15500001	16000000	0.010937745021169828	1191	1116	102032	40888
AtlanticForest	RondoniaHeadwaters	chr_13	16000001	16500000	0.006154617355463963	880	442	71816	33784
AtlanticForest	RondoniaHeadwaters	chr_13	16500001	17000000	0.0053207212533254505	915	432	81192	28608
AtlanticForest	RondoniaHeadwaters	chr_13	17000001	17500000	0.006511066733233483	1109	626	96144	36936
AtlanticForest	RondoniaHeadwaters	chr_13	17500001	18000000	0.00814912570108875	1368	988	121240	42920
AtlanticForest	RondoniaHeadwaters	chr_13	18000001	18500000	0.006180683918669131	1141	642	103872	33048
AtlanticForest	Tapajos	chr_13	1	500000	0.00235879609638138	805	874	370528	80272
AtlanticForest	Tapajos	chr_13	500001	1000000	0.005512296474654602	1795	4542	823976	181224
AtlanticForest	Tapajos	chr_13	1000001	1500000	0.00903936572324145	944	3922	433880	94760
AtlanticForest	Tapajos	chr_13	1500001	2000000	0.007148346194486247	1666	5358	749544	183416
AtlanticForest	Tapajos	chr_13	2000001	2500000	0.002777777777777778	220	282	101520	21680
AtlanticForest	Tapajos	chr_13	2500001	3000000	0.006120412462579	808	2208	360760	91720
