pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	chr_29	1	500000	0.0014748117674454708	68	19	12883	2
AtlanticForest	chr_29	500001	1000000	0.009552350627458326	281	510	53390	0
AtlanticForest	chr_29	1000001	1500000	0.005943027832661761	684	764	128554	76
AtlanticForest	chr_29	1500001	2000000	0.009485432517695713	1017	1789	188605	250
Inambari	chr_29	1	500000	0.004898895142797582	68	141	28782	164
Inambari	chr_29	500001	1000000	0.006100478468899521	281	612	100320	1392
Inambari	chr_29	1000001	1500000	0.008344118373652792	684	2263	271209	2302
Inambari	chr_29	1500001	2000000	0.009730553547353407	1017	3984	409432	3240
Rondonia	chr_29	1	500000	0.014342058085335245	68	240	16734	236
Rondonia	chr_29	500001	1000000	0.00552328801810499	281	349	63187	1228
Rondonia	chr_29	1000001	1500000	0.005917017148503874	684	982	165962	2428
Rondonia	chr_29	1500001	2000000	0.009729147253271387	1017	2203	226433	4536
RondoniaHeadwaters	chr_29	1	500000	0.01371571072319202	68	11	802	52
RondoniaHeadwaters	chr_29	500001	1000000	0.009783071033602722	281	23	2351	528
RondoniaHeadwaters	chr_29	1000001	1500000	0.010692068429237946	684	55	5144	1328
RondoniaHeadwaters	chr_29	1500001	2000000	0.008282476024411508	1017	38	4588	2734
Tapajos	chr_29	1	500000	0.011228499974480681	68	220	19593	246
Tapajos	chr_29	500001	1000000	0.007052228685090865	281	468	66362	1632
Tapajos	chr_29	1000001	1500000	0.006824496052386883	684	1211	177449	3302
Tapajos	chr_29	1500001	2000000	0.008371455262028956	1017	2088	249419	5510
TapajosHeadwaters	chr_29	1	500000	0.0056179775280898875	68	3	534	108
TapajosHeadwaters	chr_29	500001	1000000	0.020202020202020204	281	18	891	880
TapajosHeadwaters	chr_29	1000001	1500000	0.0073937153419593345	644	32	4328	1616
TapajosHeadwaters	chr_29	1500001	2000000	0.018364518364518363	867	53	2886	3634
XinguBelem	chr_29	1	500000	0.010387534958050339	68	78	7509	46
XinguBelem	chr_29	500001	1000000	0.008358119046722639	281	222	26561	510
XinguBelem	chr_29	1000001	1500000	0.006415385286801181	684	441	68741	950
XinguBelem	chr_29	1500001	2000000	0.009387900920927278	1017	946	100768	1512
XinguHeadwaters	chr_29	1	500000	0.014705882352941176	68	6	408	0
XinguHeadwaters	chr_29	500001	1000000	0.0035587188612099642	281	6	1686	0
XinguHeadwaters	chr_29	1000001	1500000	0.005182689816014512	684	20	3859	98
XinguHeadwaters	chr_29	1500001	2000000	0.011635529334644379	1017	71	6102	0
