pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	Inambari	chr_21	1	500000	0.001525857654889913	714	596	390600	66360
AtlanticForest	Inambari	chr_21	500001	1000000	0.0017600078879905345	687	714	405680	34000
AtlanticForest	Inambari	chr_21	1000001	1500000	0.005957195820694304	427	1414	237360	35920
AtlanticForest	Inambari	chr_21	1500001	2000000	0.006434681181959565	548	1986	308640	42080
AtlanticForest	Inambari	chr_21	2000001	2500000	0.00813208747340484	1292	5932	729456	97424
AtlanticForest	Inambari	chr_21	2500001	3000000	0.007378090491546956	1434	6040	818640	99120
AtlanticForest	Inambari	chr_21	3000001	3500000	0.0076157946100142634	952	4058	532840	76440
AtlanticForest	Inambari	chr_21	3500001	4000000	0.006925740669488265	1066	4176	602968	79272
AtlanticForest	Inambari	chr_21	4000001	4500000	0.007224178847960533	1597	6490	898372	123708
AtlanticForest	Inambari	chr_21	4500001	5000000	0.00892693645852408	1581	7800	873760	138080
AtlanticForest	Inambari	chr_21	5000001	5500000	0.006460926776163204	1534	5460	845080	136680
AtlanticForest	Inambari	chr_21	5500001	6000000	0.003522494380536824	1727	3410	968064	137216
AtlanticForest	Inambari	chr_21	6000001	6500000	0.0007575757575757576	44	20	26400	1760
AtlanticForest	Rondonia	chr_21	1	500000	0.0015320695923136847	714	472	308080	63200
AtlanticForest	Rondonia	chr_21	500001	1000000	0.0018031453362255965	687	532	295040	62200
AtlanticForest	Rondonia	chr_21	1000001	1500000	0.005401129943502825	427	956	177000	45040
AtlanticForest	Rondonia	chr_21	1500001	2000000	0.006446237502192598	548	1470	228040	56920
AtlanticForest	Rondonia	chr_21	2000001	2500000	0.007466056648751092	1292	4034	540312	131528
AtlanticForest	Rondonia	chr_21	2500001	3000000	0.007157503524285532	1434	4468	624240	121440
AtlanticForest	Rondonia	chr_21	3000001	3500000	0.008113927767446414	952	3316	408680	86360
AtlanticForest	Rondonia	chr_21	3500001	4000000	0.007680790165941465	1066	3714	483544	70776
AtlanticForest	Rondonia	chr_21	4000001	4500000	0.007788761675738748	1597	5260	675332	155108
AtlanticForest	Rondonia	chr_21	4500001	5000000	0.008766329727493055	1581	5932	676680	145440
AtlanticForest	Rondonia	chr_21	5000001	5500000	0.006254538354049584	1534	4100	655524	142156
AtlanticForest	Rondonia	chr_21	5500001	6000000	0.0035582047385655886	1727	2660	747568	150472
AtlanticForest	Rondonia	chr_21	6000001	6500000	0.0	44	0	21120	1760
AtlanticForest	RondoniaHeadwaters	chr_21	1	500000	0.0017615176151761518	714	104	59040	26640
AtlanticForest	RondoniaHeadwaters	chr_21	500001	1000000	0.00196319018404908	687	128	65200	17240
AtlanticForest	RondoniaHeadwaters	chr_21	1000001	1500000	0.005951115834218916	427	224	37640	13600
AtlanticForest	RondoniaHeadwaters	chr_21	1500001	2000000	0.006826241134751773	548	308	45120	20640
AtlanticForest	RondoniaHeadwaters	chr_21	2000001	2500000	0.008610440609575963	1292	956	111028	44012
AtlanticForest	RondoniaHeadwaters	chr_21	2500001	3000000	0.007569663889686872	1434	1054	139240	32840
AtlanticForest	RondoniaHeadwaters	chr_21	3000001	3500000	0.008017492711370262	952	638	79576	34664
AtlanticForest	RondoniaHeadwaters	chr_21	3500001	4000000	0.00783106960950764	1066	738	94240	33680
AtlanticForest	RondoniaHeadwaters	chr_21	4000001	4500000	0.008056900011804981	1597	1092	135536	56104
AtlanticForest	RondoniaHeadwaters	chr_21	4500001	5000000	0.009547354331138853	1581	1398	146428	43292
AtlanticForest	RondoniaHeadwaters	chr_21	5000001	5500000	0.007590050213334107	1534	1046	137812	46268
AtlanticForest	RondoniaHeadwaters	chr_21	5500001	6000000	0.003428255460326237	1727	496	144680	62560
AtlanticForest	RondoniaHeadwaters	chr_21	6000001	6500000	0.0	44	0	3520	1760
AtlanticForest	Tapajos	chr_21	1	500000	0.000869671729544341	714	284	326560	73280
AtlanticForest	Tapajos	chr_21	500001	1000000	0.0013161209068010076	687	418	317600	67120
AtlanticForest	Tapajos	chr_21	1000001	1500000	0.0056241003495784495	427	1094	194520	44600
AtlanticForest	Tapajos	chr_21	1500001	2000000	0.0066739777534074885	548	1704	255320	51560
