pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	chr_17	1	500000	0.0031664907505138604	763	456	144008	52
AtlanticForest	chr_17	500001	1000000	0.005470329995560598	1067	1109	202730	0
AtlanticForest	chr_17	1000001	1500000	0.006563143256359285	2422	2978	453746	348
AtlanticForest	chr_17	1500001	2000000	0.006637410280218752	1526	1880	283243	362
AtlanticForest	chr_17	2000001	2500000	0.005441366499757713	1596	1617	297168	344
AtlanticForest	chr_17	2500001	3000000	0.007793867784826898	1400	2000	256612	520
AtlanticForest	chr_17	3000001	3500000	0.008284105064461648	1407	2168	261706	304
AtlanticForest	chr_17	3500001	4000000	0.005451073058621694	849	842	154465	370
AtlanticForest	chr_17	4000001	4500000	0.003206630098220274	596	349	108837	238
AtlanticForest	chr_17	4500001	5000000	0.007336005309250849	1652	2255	307388	360
AtlanticForest	chr_17	5000001	5500000	0.0057753028881558375	1068	1145	198258	252
AtlanticForest	chr_17	5500001	6000000	0.006816424373646768	1390	1763	258640	296
AtlanticForest	chr_17	6000001	6500000	0.004586882706856496	1524	1309	285379	226
AtlanticForest	chr_17	6500001	7000000	0.005098161091310644	809	771	151231	134
AtlanticForest	chr_17	7000001	7500000	0.00510349546672749	923	895	175370	0
AtlanticForest	chr_17	7500001	8000000	0.004694674631605255	1089	958	204061	154
AtlanticForest	chr_17	8000001	8500000	0.009800579512527698	564	1035	105606	84
AtlanticForest	chr_17	8500001	9000000	0.007873225297576366	1101	1647	209190	0
AtlanticForest	chr_17	9000001	9500000	0.008070305100008071	1258	1900	235431	194
AtlanticForest	chr_17	9500001	10000000	0.005457010335189148	1393	1433	262598	112
AtlanticForest	chr_17	10000001	10500000	0.00580938499097251	1765	1937	333426	104
AtlanticForest	chr_17	10500001	11000000	0.003260233918128655	1440	892	273600	0
AtlanticForest	chr_17	11000001	11500000	0.0003352645576391348	1433	89	265462	368
Inambari	chr_17	1	500000	0.004801508490116733	763	1482	308653	2350
Inambari	chr_17	500001	1000000	0.00579221786735012	1067	2434	420219	3746
Inambari	chr_17	1000001	1500000	0.005979768985183325	2422	5383	900202	10420
Inambari	chr_17	1500001	2000000	0.006492211066511198	1526	3775	581466	6076
Inambari	chr_17	2000001	2500000	0.006883596772000939	1596	4456	647336	4928
Inambari	chr_17	2500001	3000000	0.008377730323812577	1400	4598	548836	4984
Inambari	chr_17	3000001	3500000	0.006723338626200238	1407	3688	548537	5062
Inambari	chr_17	3500001	4000000	0.006751863338908465	849	2079	307915	3914
Inambari	chr_17	4000001	4500000	0.0051815372199447915	596	1130	218082	2692
Inambari	chr_17	4500001	5000000	0.007570444583594239	1652	4836	638800	6216
Inambari	chr_17	5000001	5500000	0.006958368314484666	1068	2818	404980	4344
Inambari	chr_17	5500001	6000000	0.006068470220197656	1390	3096	510178	6196
Inambari	chr_17	6000001	6500000	0.004317409618884748	1524	2671	618658	4644
Inambari	chr_17	6500001	7000000	0.006282053330351009	809	1966	312955	3018
Inambari	chr_17	7000001	7500000	0.006148273724233202	923	2390	388727	2330
Inambari	chr_17	7500001	8000000	0.007196385574763953	1089	3192	443556	3256
Inambari	chr_17	8000001	8500000	0.008049343699118675	564	1844	229087	1730
Inambari	chr_17	8500001	9000000	0.009082517634399049	1101	3680	405174	4892
Inambari	chr_17	9000001	9500000	0.01004052714730097	1258	5116	509535	3874
Inambari	chr_17	9500001	10000000	0.006718869988589116	1393	3421	509163	6322
Inambari	chr_17	10000001	10500000	0.005647862252190943	1765	3801	672998	6932
Inambari	chr_17	10500001	11000000	0.004638328465201249	1440	2671	575854	4684
Inambari	chr_17	11000001	11500000	0.0008931450663246265	1433	493	551982	5452
Rondonia	chr_17	1	500000	0.0036859297044544376	763	659	178788	2990
Rondonia	chr_17	500001	1000000	0.005044586453774742	1067	1102	218452	5782
Rondonia	chr_17	1000001	1500000	0.005868776157139163	2422	3064	522085	11706
Rondonia	chr_17	1500001	2000000	0.006366895986003723	1526	1987	312083	8126
Rondonia	chr_17	2000001	2500000	0.005903410677044846	1596	2157	365382	6756
Rondonia	chr_17	2500001	3000000	0.008099004655035385	1400	2354	290653	7350
Rondonia	chr_17	3000001	3500000	0.007246490668493478	1407	2306	318223	6024
